age,gender,income,credit_score,debt_ratio,employment_years,region,approved
66,Female,101674.81,554.0,0.57,42,South,1
30,Female,62542.42,685.0,0.68,6,South,0
70,Female,45260.73,617.0,0.34,45,South,1
47,Male,54463.79,641.0,0.69,26,South,1
46,Female,47729.49,566.0,0.72,26,East,0
68,Male,85931.55,583.0,0.57,45,South,1
55,Male,62834.87,573.0,0.8,35,South,1
63,Male,66376.27,734.0,0.86,41,North,1
73,Male,69582.82,760.0,0.56,45,South,1
57,Female,36986.06,636.0,0.34,37,North,1
49,Male,70380.73,666.0,0.78,25,South,1
69,Female,31762.8,533.0,0.76,45,South,0
72,Male,44241.98,690.0,0.45,45,South,1
64,Male,26379.26,699.0,0.37,44,North,1
61,Female,59443.23,546.0,0.83,41,West,1
73,Female,67455.3,520.0,0.74,45,West,1
57,Female,25000.0,571.0,0.76,34,North,0
59,Male,70991.12,582.0,0.68,36,South,1
39,Female,42848.05,601.0,0.88,17,South,0
58,Male,48466.22,644.0,0.44,34,East,1
39,Female,79459.37,717.0,0.54,18,South,1
72,Female,62896.66,500.0,0.64,45,West,1
64,Female,33636.19,728.0,0.66,43,West,1
69,Female,72041.5,697.0,0.44,45,South,1
51,Female,73207.08,733.0,0.51,30,West,1
58,Male,53702.72,638.0,0.56,34,South,1
55,Male,81495.77,669.0,0.77,33,South,1
65,Male,89602.46,589.0,0.55,42,North,1
51,Male,59833.58,818.0,0.41,31,North,1
70,Female,63534.62,657.0,0.54,45,South,1
55,Female,49051.56,611.0,0.55,32,South,1
65,Male,52767.17,494.0,0.51,41,East,1
60,Male,74728.73,830.0,0.52,39,South,1
31,Male,46794.02,651.0,0.61,8,West,0
35,Female,56989.58,586.0,0.67,15,South,0
56,Female,95280.75,731.0,0.77,34,South,1
73,Female,70727.79,522.0,0.72,45,South,1
69,Male,51980.88,662.0,0.8,45,South,1
33,Male,63275.71,636.0,0.69,12,South,0
73,Male,57708.88,611.0,0.57,45,South,1
67,Female,28869.69,622.0,0.65,44,West,1
42,Male,66998.3,671.0,0.34,20,East,1
62,Female,49530.22,643.0,0.7,38,West,1
63,Male,38651.68,784.0,0.81,42,South,1
60,Female,39945.92,619.0,0.3,40,North,1
68,Female,41970.74,537.0,0.73,44,East,1
55,Female,86900.6,683.0,0.67,34,South,1
28,Male,25000.0,726.0,0.39,6,West,0
42,Male,54787.06,595.0,0.33,20,South,1
69,Female,33372.19,731.0,0.79,45,North,1
60,Female,28111.94,689.0,0.69,39,East,1
64,Female,58886.36,658.0,0.54,40,East,1
55,Female,86996.97,554.0,0.65,32,West,1
45,Male,56262.64,632.0,0.56,23,South,1
41,Female,68530.38,806.0,0.56,20,South,1
53,Female,77993.75,765.0,0.72,31,South,1
38,Female,76214.37,618.0,0.66,16,North,1
59,Female,79777.39,521.0,0.45,36,West,1
54,Male,70689.86,579.0,0.77,32,West,1
50,Female,47898.35,492.0,0.55,26,South,1
38,Male,25000.0,555.0,0.63,18,West,0
72,Female,62275.95,647.0,0.37,45,South,1
61,Female,49655.39,636.0,0.31,37,East,1
66,Male,54007.3,759.0,0.31,45,South,1
46,Female,39483.47,581.0,0.44,22,East,1
41,Female,55920.3,788.0,0.35,21,West,1
55,Female,60295.18,636.0,0.43,34,South,1
30,Female,32979.98,825.0,0.65,6,South,0
67,Male,25000.0,691.0,0.8,45,South,0
62,Female,66637.02,640.0,0.57,40,South,1
31,Female,41449.22,646.0,0.69,11,West,0
43,Male,50790.24,548.0,0.36,21,West,1
58,Female,31821.57,683.0,0.69,34,East,1
57,Male,43040.77,577.0,0.54,34,West,1
38,Male,37048.75,645.0,0.57,14,South,0
62,Male,83977.0,800.0,0.44,39,South,1
54,Female,67422.07,792.0,0.79,31,South,1
34,Male,25000.0,764.0,0.4,12,East,1
61,Male,72023.1,731.0,0.36,40,South,1
39,Female,74457.9,533.0,0.5,19,South,1
58,Female,49469.92,520.0,0.89,34,South,0
34,Male,69809.19,573.0,0.46,11,South,1
43,Female,71455.81,532.0,0.73,19,West,0
59,Female,51727.01,604.0,0.9,39,West,0
31,Male,42846.09,650.0,0.45,10,West,1
39,Male,45301.33,623.0,0.86,17,South,0
56,Male,45048.17,624.0,0.36,32,West,1
34,Male,72793.91,573.0,0.79,11,South,0
35,Female,72332.74,713.0,0.88,12,East,0
48,Female,69421.42,673.0,0.43,26,South,1
69,Female,48765.96,594.0,0.63,45,South,1
53,Male,69598.34,554.0,0.57,31,South,1
62,Male,61452.78,739.0,0.73,38,South,1
35,Female,71540.03,524.0,0.87,13,South,0
49,Female,71679.92,640.0,0.68,27,South,1
33,Female,25000.0,694.0,0.66,10,East,0
58,Male,46733.84,575.0,0.83,35,East,0
29,Female,53285.74,747.0,0.52,5,East,1
49,Female,55367.48,578.0,0.89,27,South,0
62,Male,59200.46,621.0,0.57,38,South,1
67,Female,58457.25,646.0,0.83,44,South,1
28,Female,71706.4,575.0,0.63,7,North,0
34,Female,42160.75,586.0,0.88,10,West,0
51,Female,80363.98,805.0,0.56,29,East,1
46,Male,57156.32,729.0,0.52,25,West,1
36,Male,39752.24,568.0,0.32,13,North,1
50,Male,53050.49,585.0,0.55,28,South,1
55,Male,41093.98,587.0,0.6,34,South,1
32,Male,40867.1,623.0,0.31,9,North,1
73,Female,46199.47,530.0,0.83,45,West,0
43,Male,82165.36,726.0,0.78,19,South,1
60,Male,77161.39,613.0,0.43,36,South,1
29,Male,46936.19,617.0,0.5,5,South,0
51,Male,25000.0,640.0,0.52,31,South,1
44,Male,58974.33,554.0,0.63,21,West,1
49,Male,35454.32,673.0,0.84,25,South,0
39,Male,66487.96,569.0,0.71,18,South,0
31,Male,51218.57,648.0,0.87,11,South,0
58,Female,72244.09,664.0,0.79,35,South,1
47,Female,32604.53,510.0,0.64,26,West,0
61,Male,62392.11,634.0,0.53,38,South,1
38,Male,60586.92,484.0,0.85,17,West,0
42,Female,38839.83,682.0,0.33,21,South,1
59,Male,69053.92,667.0,0.58,36,North,1
33,Male,74842.1,531.0,0.79,13,South,0
57,Male,69694.05,614.0,0.43,36,South,1
38,Male,78853.37,576.0,0.65,17,East,1
44,Male,40403.85,792.0,0.84,22,South,0
51,Male,50029.39,687.0,0.77,31,East,1
28,Female,25767.61,648.0,0.5,8,South,0
35,Female,73110.89,485.0,0.63,11,East,0
51,Male,48757.54,558.0,0.58,29,East,1
64,Female,45093.48,696.0,0.57,43,East,1
69,Male,55072.27,574.0,0.75,45,South,1
53,Male,52385.92,596.0,0.34,33,East,1
42,Male,74724.12,631.0,0.42,19,South,1
52,Male,41357.4,453.0,0.64,31,South,0
46,Female,37440.05,774.0,0.65,23,South,1
28,Male,53959.2,659.0,0.74,7,East,0
37,Female,36395.43,648.0,0.82,17,South,0
74,Female,45898.38,678.0,0.61,45,North,1
29,Male,69093.91,548.0,0.52,7,West,1
40,Male,53439.92,582.0,0.4,17,East,1
52,Male,30430.67,530.0,0.41,31,South,1
59,Male,70137.75,693.0,0.42,36,North,1
67,Male,49222.12,727.0,0.46,45,West,1
65,Female,25000.0,742.0,0.31,44,North,1
46,Female,66692.96,567.0,0.87,25,South,0
30,Male,57732.77,619.0,0.66,8,North,0
58,Male,42574.36,542.0,0.77,37,South,0
44,Female,56601.71,591.0,0.88,22,South,0
57,Female,65290.88,742.0,0.34,35,East,1
62,Female,25000.0,724.0,0.61,41,South,1
46,Female,45173.55,731.0,0.76,26,South,1
33,Female,50585.05,652.0,0.71,11,South,0
29,Male,53311.9,607.0,0.89,5,South,0
74,Male,84119.18,546.0,0.37,45,North,1
65,Female,62327.63,618.0,0.44,41,West,1
56,Female,86843.55,675.0,0.87,35,South,1
34,Male,57667.02,676.0,0.56,11,South,1
33,Female,79733.7,661.0,0.43,10,East,1
32,Male,69822.28,707.0,0.89,9,West,0
63,Male,79443.59,655.0,0.72,39,South,1
61,Male,59637.92,565.0,0.48,37,South,1
53,Female,35322.6,626.0,0.61,32,East,1
32,Male,69483.89,601.0,0.89,12,South,0
70,Male,42044.82,727.0,0.7,45,East,1
41,Male,63538.01,642.0,0.8,19,South,0
57,Male,44874.99,572.0,0.49,36,East,1
40,Male,90219.18,678.0,0.38,20,South,1
36,Male,64031.74,530.0,0.4,13,West,1
74,Female,43224.44,502.0,0.72,45,South,1
42,Female,82367.77,599.0,0.5,19,South,1
47,Female,77380.18,605.0,0.78,25,West,1
41,Male,46599.91,661.0,0.36,17,East,1
49,Male,40316.41,682.0,0.75,28,West,0
70,Male,27882.71,599.0,0.81,45,East,0
39,Female,53925.1,653.0,0.72,17,South,0
49,Female,25000.0,529.0,0.8,28,East,0
66,Female,34046.76,770.0,0.44,42,East,1
67,Male,58670.71,544.0,0.8,45,North,1
53,Female,62409.23,534.0,0.73,31,South,1
34,Female,75543.52,644.0,0.69,11,South,1
55,Female,62975.56,472.0,0.38,32,South,1
61,Female,52351.18,674.0,0.39,39,East,1
68,Female,25000.0,594.0,0.79,45,South,0
68,Male,51631.03,648.0,0.52,45,South,1
32,Female,85083.56,558.0,0.49,8,West,1
62,Male,51780.88,701.0,0.59,38,South,1
62,Female,49139.98,713.0,0.9,38,West,1
66,Male,77566.15,510.0,0.85,45,South,1
29,Female,65271.42,647.0,0.42,8,East,1
44,Male,32025.02,670.0,0.72,22,South,0
34,Female,67354.65,702.0,0.74,14,West,1
28,Male,49913.81,619.0,0.61,5,East,0
49,Male,73997.01,657.0,0.3,28,South,1
72,Male,67663.68,650.0,0.83,45,East,1
29,Male,80960.9,629.0,0.74,7,West,0
31,Male,67479.76,670.0,0.49,11,West,1
59,Male,56380.88,783.0,0.64,36,West,1
33,Female,78150.82,649.0,0.87,10,North,0
37,Male,49300.7,734.0,0.34,14,South,1
61,Male,37862.38,685.0,0.86,40,South,0
54,Female,59611.85,850.0,0.36,31,South,1
51,Male,62868.95,621.0,0.85,30,South,0
48,Male,25000.0,767.0,0.43,26,South,1
68,Male,66845.65,540.0,0.68,45,South,1
73,Female,80983.5,428.0,0.45,45,North,1
70,Male,36027.92,654.0,0.44,45,South,1
72,Female,40051.69,657.0,0.8,45,West,1
41,Female,64199.66,723.0,0.36,18,South,1
54,Female,28285.93,638.0,0.72,33,South,0
66,Male,38236.99,662.0,0.47,45,South,1
40,Male,66432.15,618.0,0.49,17,East,1
37,Female,68065.02,720.0,0.78,13,South,1
74,Female,63528.98,637.0,0.47,45,West,1
41,Male,36126.33,537.0,0.31,21,East,1
28,Male,90394.24,715.0,0.54,4,West,1
55,Male,55546.76,656.0,0.5,34,South,1
45,Male,25000.0,555.0,0.43,22,South,0
40,Female,62955.91,583.0,0.55,16,East,1
59,Female,52020.95,633.0,0.32,39,South,1
74,Female,25000.0,545.0,0.73,45,West,0
39,Male,72755.9,670.0,0.32,18,South,1
54,Male,39420.63,567.0,0.64,30,East,0
63,Male,68942.05,619.0,0.32,42,South,1
50,Female,54955.47,637.0,0.35,30,West,1
68,Female,60924.84,545.0,0.45,45,West,1
32,Female,26893.91,615.0,0.87,9,North,0
40,Male,59125.15,565.0,0.59,18,South,1
65,Female,25790.84,670.0,0.74,43,South,1
69,Male,50383.14,656.0,0.8,45,North,1
59,Female,52793.11,688.0,0.87,38,South,1
65,Female,91584.37,603.0,0.35,41,East,1
66,Male,66264.74,627.0,0.42,43,East,1
46,Male,64378.23,576.0,0.73,24,East,1
67,Female,42774.04,472.0,0.43,44,South,1
49,Male,60148.03,585.0,0.86,25,West,0
34,Male,41205.0,668.0,0.7,11,South,0
49,Male,47129.42,624.0,0.32,28,East,1
71,Male,28161.95,621.0,0.46,45,North,1
52,Female,25000.0,625.0,0.89,32,South,0
73,Female,63310.2,608.0,0.74,45,East,1
67,Female,73334.68,519.0,0.53,43,South,1
70,Male,58073.07,593.0,0.72,45,East,1
70,Male,25000.0,613.0,0.35,45,South,1
40,Male,25000.0,720.0,0.35,18,South,1
61,Female,64556.16,601.0,0.6,41,North,1
60,Female,25000.0,648.0,0.9,36,South,0
59,Male,35105.71,627.0,0.88,39,North,0
50,Female,34690.64,455.0,0.89,27,South,0
63,Male,33008.76,850.0,0.69,39,South,1
31,Female,74984.12,639.0,0.35,9,East,1
29,Female,25000.0,520.0,0.61,5,West,0
44,Female,60024.11,685.0,0.78,21,South,0
53,Female,69100.02,650.0,0.41,33,North,1
30,Female,69281.27,705.0,0.75,6,East,0
32,Male,51827.04,625.0,0.55,11,East,0
32,Male,56679.9,499.0,0.86,12,South,0
73,Female,72305.4,673.0,0.33,45,West,1
47,Male,53381.49,669.0,0.89,23,North,0
31,Male,91060.36,742.0,0.45,7,East,1
40,Male,67978.23,597.0,0.31,20,South,1
72,Male,63087.79,681.0,0.85,45,South,1
39,Male,52710.43,625.0,0.48,16,South,1
67,Female,79724.24,721.0,0.81,45,South,1
57,Male,52280.72,527.0,0.69,35,South,1
40,Female,85811.21,572.0,0.37,19,North,1
66,Male,48553.52,568.0,0.48,43,East,1
29,Female,76141.57,543.0,0.63,6,East,0
28,Female,55845.86,661.0,0.37,4,East,1
33,Female,82600.18,557.0,0.86,11,North,0
63,Male,56641.46,576.0,0.59,43,East,1
32,Female,65629.15,608.0,0.53,12,North,1
48,Female,60507.89,683.0,0.55,26,South,1
38,Female,68740.53,608.0,0.71,16,West,1
68,Female,48663.46,672.0,0.82,44,South,1
34,Female,63337.29,610.0,0.33,11,South,1
48,Male,25000.0,504.0,0.67,26,South,0
55,Female,62710.03,722.0,0.32,35,North,1
55,Female,51908.74,759.0,0.47,35,South,1
47,Male,67262.75,618.0,0.38,27,South,1
66,Male,66044.78,626.0,0.35,45,South,1
30,Female,42543.8,679.0,0.73,8,South,0
67,Male,101377.8,656.0,0.32,45,West,1
56,Female,38898.24,573.0,0.37,33,South,1
59,Female,68634.97,622.0,0.31,39,West,1
29,Male,67758.54,577.0,0.62,8,South,0
37,Female,60898.58,625.0,0.87,13,South,0
43,Female,57334.02,601.0,0.35,19,South,1
71,Male,40976.09,489.0,0.89,45,North,0
59,Male,83289.51,676.0,0.79,37,South,1
64,Female,71828.57,566.0,0.88,41,East,1
59,Female,52162.9,579.0,0.31,38,South,1
51,Female,63335.79,652.0,0.9,30,South,0
39,Female,71573.59,725.0,0.75,17,West,1
32,Male,43246.53,737.0,0.54,8,West,1
43,Female,80961.98,608.0,0.79,22,South,1
33,Female,25000.0,615.0,0.89,10,South,0
69,Male,54548.78,599.0,0.76,45,West,1
43,Female,83088.17,689.0,0.89,21,West,1
70,Female,48134.9,590.0,0.68,45,West,1
72,Female,66344.99,639.0,0.78,45,East,1
54,Male,33522.12,599.0,0.84,32,South,0
37,Male,59037.01,746.0,0.47,15,East,1
64,Female,25000.0,648.0,0.41,41,East,1
72,Female,74192.6,552.0,0.45,45,North,1
74,Female,74155.88,608.0,0.55,45,North,1
58,Female,70812.74,482.0,0.85,34,East,0
32,Female,70782.51,530.0,0.67,10,South,0
65,Female,53886.25,561.0,0.41,44,South,1
47,Female,38132.63,728.0,0.63,25,East,1
73,Male,57688.25,709.0,0.56,45,South,1
50,Male,69297.3,615.0,0.89,28,South,0
52,Female,75023.45,569.0,0.51,31,North,1
55,Female,53248.82,583.0,0.71,32,North,1
61,Male,69101.3,631.0,0.45,37,West,1
56,Female,88608.67,668.0,0.84,33,West,1
49,Female,40358.16,626.0,0.57,27,South,1
60,Male,52379.75,618.0,0.44,40,North,1
57,Male,53593.92,550.0,0.33,33,South,1
32,Male,67450.17,709.0,0.75,8,South,0
65,Male,61345.38,664.0,0.77,45,East,1
68,Male,60086.96,591.0,0.8,45,North,1
70,Male,59044.52,734.0,0.82,45,South,1
49,Female,60548.8,763.0,0.49,26,South,1
36,Male,54893.09,588.0,0.67,13,South,0
63,Female,70213.18,628.0,0.6,41,West,1
45,Female,63728.83,555.0,0.7,21,South,0
51,Female,37941.24,587.0,0.71,29,West,0
74,Male,32692.84,734.0,0.77,45,East,1
61,Male,37997.48,602.0,0.39,40,South,1
59,Female,48325.61,667.0,0.48,35,South,1
50,Female,53979.21,549.0,0.75,30,South,0
28,Female,61936.0,777.0,0.45,7,East,1
73,Female,70863.69,730.0,0.45,45,East,1
41,Male,54106.38,614.0,0.46,18,South,1
38,Male,28839.28,666.0,0.67,15,East,0
70,Female,52418.48,462.0,0.45,45,West,1
47,Male,45658.93,571.0,0.43,26,North,1
44,Female,42974.13,601.0,0.69,21,West,0
30,Male,25023.38,676.0,0.57,8,East,0
56,Male,41992.34,724.0,0.62,36,South,1
33,Male,57325.74,616.0,0.37,13,North,1
73,Female,56354.43,506.0,0.36,45,East,1
42,Female,41814.91,802.0,0.69,21,West,1
71,Male,46813.14,746.0,0.48,45,South,1
30,Female,50962.84,762.0,0.58,6,South,1
43,Male,72005.61,634.0,0.67,20,East,1
70,Female,25000.0,690.0,0.88,45,West,0
73,Female,40108.11,561.0,0.8,45,North,0
36,Male,60993.15,633.0,0.42,13,South,1
53,Female,72724.34,777.0,0.69,31,South,1
61,Male,31653.55,619.0,0.8,37,South,0
54,Female,62617.65,635.0,0.74,32,South,1
52,Female,25000.0,609.0,0.38,32,West,1
61,Male,49094.7,667.0,0.66,41,South,1
36,Male,42637.24,711.0,0.41,16,West,1
56,Female,95000.62,569.0,0.39,36,South,1
56,Male,61066.41,589.0,0.85,34,West,0
55,Male,68844.19,613.0,0.79,35,South,1
30,Female,52282.39,619.0,0.88,6,North,0
36,Female,62651.36,780.0,0.88,12,East,0
55,Female,58720.39,632.0,0.56,31,South,1
59,Male,51307.45,648.0,0.66,39,South,1
48,Female,25000.0,614.0,0.4,28,West,1
46,Female,48446.51,647.0,0.51,26,South,1
62,Male,78171.12,492.0,0.52,40,North,1
48,Male,51658.75,640.0,0.59,27,East,1
39,Female,47631.94,689.0,0.56,19,South,1
29,Female,25000.0,623.0,0.51,9,South,0
43,Male,46747.35,689.0,0.48,20,East,1
63,Male,73611.97,650.0,0.38,39,North,1
57,Female,42161.88,657.0,0.55,36,South,1
31,Female,37393.47,746.0,0.76,11,South,0
59,Female,68191.43,649.0,0.57,39,West,1
34,Female,38853.35,495.0,0.82,13,South,0
54,Female,50755.81,767.0,0.64,34,South,1
56,Female,77991.87,669.0,0.85,34,East,1
71,Female,73172.19,645.0,0.78,45,South,1
61,Female,44828.29,704.0,0.49,38,South,1
63,Female,36976.6,718.0,0.77,39,West,1
38,Male,49448.71,661.0,0.89,15,East,0
48,Male,62739.28,698.0,0.42,27,West,1
33,Male,55868.02,708.0,0.67,9,North,0
67,Male,45751.33,423.0,0.82,44,West,0
58,Female,71257.21,655.0,0.41,36,East,1
73,Male,31250.37,675.0,0.47,45,South,1
39,Male,63292.83,720.0,0.64,16,South,1
54,Female,65093.98,671.0,0.52,32,West,1
62,Male,80440.81,694.0,0.36,42,South,1
72,Male,48952.98,748.0,0.33,45,East,1
57,Female,41586.43,692.0,0.58,36,South,1
51,Male,73552.0,612.0,0.59,29,North,1
37,Female,31288.58,693.0,0.83,17,East,0
72,Female,57470.43,591.0,0.66,45,West,1
33,Female,81704.22,680.0,0.51,12,South,1
33,Male,63945.27,461.0,0.79,12,South,0
48,Male,40764.53,815.0,0.75,26,North,1
71,Female,64003.69,523.0,0.87,45,West,1
64,Female,54479.21,752.0,0.44,40,South,1
47,Female,34447.35,649.0,0.87,26,South,0
73,Female,44270.09,569.0,0.66,45,South,1
48,Female,86234.01,508.0,0.77,25,South,1
33,Male,33351.77,407.0,0.67,9,East,0
71,Male,62689.66,778.0,0.79,45,South,1
59,Female,43210.16,558.0,0.81,37,South,0
60,Male,62166.01,648.0,0.83,36,South,1
41,Female,66692.47,564.0,0.45,20,South,1
63,Male,37915.05,580.0,0.35,41,East,1
70,Female,25603.86,743.0,0.39,45,South,1
42,Female,25000.0,624.0,0.45,19,West,0
51,Female,58410.3,593.0,0.73,28,South,1
52,Female,44878.93,712.0,0.62,31,East,1
54,Male,62167.69,731.0,0.39,32,East,1
48,Male,60739.03,823.0,0.65,26,West,1
37,Female,35933.77,674.0,0.43,14,East,1
68,Male,25000.0,642.0,0.58,45,South,1
68,Female,40469.06,677.0,0.46,45,East,1
71,Female,53441.29,660.0,0.3,45,East,1
35,Female,37674.35,582.0,0.69,14,South,0
51,Male,105815.11,623.0,0.35,30,South,1
67,Female,51814.68,506.0,0.33,45,East,1
36,Female,80419.11,806.0,0.38,14,North,1
56,Male,72728.88,560.0,0.69,36,West,1
72,Male,39045.18,577.0,0.43,45,South,1
28,Male,31261.18,623.0,0.65,7,West,0
48,Female,46516.03,695.0,0.72,25,West,1
41,Female,79133.05,641.0,0.34,17,West,1
41,Male,49329.41,577.0,0.36,19,South,1
50,Male,34878.53,682.0,0.65,30,North,1
53,Female,55811.38,608.0,0.65,33,South,1
51,Male,42071.61,577.0,0.79,30,East,0
61,Female,65509.85,632.0,0.44,38,West,1
71,Female,25000.0,696.0,0.35,45,East,1
62,Male,57061.65,492.0,0.37,40,North,1
40,Female,48291.67,601.0,0.76,19,East,0
68,Male,53266.58,683.0,0.51,45,South,1
45,Male,64307.88,688.0,0.71,24,South,1
62,Male,54408.67,555.0,0.72,41,South,1
66,Female,49466.23,636.0,0.47,43,East,1
29,Male,71804.46,650.0,0.85,7,North,0
30,Male,78832.88,708.0,0.44,9,South,1
32,Female,77768.99,652.0,0.68,12,South,1
45,Male,68204.3,711.0,0.56,25,East,1
71,Male,63443.04,535.0,0.36,45,South,1
39,Male,78020.42,496.0,0.71,17,South,0
73,Female,43897.76,850.0,0.54,45,South,1
67,Female,30184.28,582.0,0.47,43,South,1
51,Male,54261.56,665.0,0.67,27,South,1
57,Male,70223.45,586.0,0.72,37,South,1
66,Male,39925.86,591.0,0.41,42,West,1
73,Female,87574.06,629.0,0.88,45,South,1
59,Female,62049.25,593.0,0.79,35,West,1
74,Male,38642.84,633.0,0.39,45,West,1
38,Female,48080.02,572.0,0.4,14,North,1
53,Male,92756.4,569.0,0.69,30,South,1
60,Male,46421.09,724.0,0.74,39,South,1
72,Male,42074.86,658.0,0.72,45,South,1
32,Male,36077.71,583.0,0.69,12,South,0
70,Female,43630.67,587.0,0.8,45,South,1
30,Male,86081.26,584.0,0.78,6,South,0
42,Female,64874.3,600.0,0.5,20,West,1
46,Female,47717.87,536.0,0.34,23,South,1
59,Female,40827.53,632.0,0.62,35,South,1
54,Male,67149.65,703.0,0.55,34,East,1
48,Female,47498.97,790.0,0.55,25,South,1
35,Male,57390.63,540.0,0.78,14,South,0
32,Male,77615.17,633.0,0.75,12,South,1
52,Male,65444.8,589.0,0.59,30,South,1
41,Male,42064.02,522.0,0.36,17,South,1
39,Female,42936.45,626.0,0.35,19,South,1
65,Male,51919.84,614.0,0.44,45,South,1
63,Female,26703.08,601.0,0.42,41,South,1
53,Female,56001.42,640.0,0.6,30,West,1
58,Male,46558.88,576.0,0.54,34,South,1
30,Male,47256.1,629.0,0.63,9,South,0
54,Female,80451.65,572.0,0.48,34,South,1
67,Male,73760.58,599.0,0.72,45,South,1
42,Male,32404.44,717.0,0.45,22,East,1
47,Female,28373.17,591.0,0.61,25,East,0
49,Male,65410.69,454.0,0.68,29,South,1
40,Female,46374.56,496.0,0.61,16,South,0
36,Female,63523.41,636.0,0.6,12,North,1
65,Male,83002.45,531.0,0.75,43,East,1
65,Female,108650.37,651.0,0.35,41,South,1
53,Female,55190.4,597.0,0.34,31,South,1
57,Male,84263.4,575.0,0.46,34,East,1
37,Male,50824.8,580.0,0.61,13,East,0
41,Female,47828.6,632.0,0.3,19,South,1
57,Male,79519.24,695.0,0.87,36,North,1
44,Male,42602.59,656.0,0.54,22,West,1
37,Female,60567.59,470.0,0.51,17,East,1
52,Female,46334.27,609.0,0.71,31,South,1
56,Female,66091.97,654.0,0.5,33,South,1
52,Male,65312.71,500.0,0.57,31,East,1
73,Male,46206.68,607.0,0.56,45,East,1
44,Male,43383.62,529.0,0.66,21,South,0
31,Male,53157.16,775.0,0.73,11,West,0
48,Male,43132.7,562.0,0.46,24,South,1
56,Male,67694.58,593.0,0.48,33,South,1
43,Male,52998.39,618.0,0.31,20,South,1
37,Male,30630.07,706.0,0.5,15,South,1
62,Male,42287.72,789.0,0.57,39,West,1
32,Male,70550.21,680.0,0.46,11,South,1
45,Male,69075.79,533.0,0.4,24,South,1
47,Male,25000.0,509.0,0.47,24,South,0
42,Male,42581.47,604.0,0.58,22,East,1
47,Male,53873.78,578.0,0.41,24,East,1
36,Male,62870.88,676.0,0.32,13,West,1
68,Female,25000.0,538.0,0.45,45,East,1
45,Male,59678.96,720.0,0.87,25,East,0
37,Male,55126.73,642.0,0.54,17,West,1
64,Female,58923.41,638.0,0.47,43,South,1
69,Female,38109.01,615.0,0.55,45,North,1
39,Male,103703.94,663.0,0.41,15,East,1
42,Male,53655.45,602.0,0.87,20,South,0
