age,gender,income,credit_score,debt_ratio,employment_years,region,approved
22,Female,64113.03,671.0,0.61,2,East,0
59,Male,57364.61,726.0,0.39,35,West,1
24,Male,57812.77,682.0,0.7,4,West,0
30,Male,66265.12,621.0,0.63,10,East,0
41,Male,61401.33,498.0,0.32,18,North,1
67,Male,73706.58,748.0,0.19,45,North,1
40,Female,26532.61,670.0,0.17,20,South,0
30,Female,55254.33,638.0,0.57,10,West,0
59,Female,55789.89,564.0,0.17,36,North,1
29,Female,60831.86,840.0,0.66,8,South,0
68,Female,50951.63,573.0,0.19,45,North,1
58,Male,77078.42,613.0,0.24,36,West,1
36,Female,64637.13,695.0,0.33,12,East,0
46,Male,69102.59,651.0,0.7,25,East,0
28,Female,70419.04,712.0,0.49,5,East,0
60,Female,72748.25,679.0,0.23,39,East,1
55,Female,88010.13,649.0,0.23,35,North,1
50,Female,51444.37,848.0,0.58,30,East,0
25,Female,85846.63,778.0,0.75,1,East,0
39,Female,68797.79,629.0,0.41,18,East,0
46,Female,55141.6,564.0,0.8,25,East,0
59,Male,57417.27,801.0,0.57,36,East,1
32,Male,25000.0,705.0,0.51,9,East,0
30,Male,57781.66,654.0,0.55,7,West,0
22,Male,76226.27,763.0,0.12,1,East,1
34,Female,49263.35,563.0,0.53,13,East,0
63,Female,46837.76,694.0,0.4,41,North,1
40,Male,82420.49,671.0,0.56,17,South,1
38,Female,74949.25,641.0,0.11,18,South,1
62,Male,73706.41,629.0,0.61,39,East,1
29,Male,93186.65,790.0,0.12,8,East,1
43,Male,71834.85,658.0,0.37,21,West,1
62,Female,89512.46,671.0,0.57,40,West,1
25,Male,112525.12,747.0,0.6,5,South,1
44,Male,79000.13,639.0,0.67,24,East,1
64,Female,30388.83,642.0,0.23,42,North,1
56,Male,82555.03,680.0,0.13,34,East,1
23,Male,71641.9,850.0,0.47,1,North,1
33,Male,55579.13,718.0,0.58,10,West,0
24,Male,63187.66,808.0,0.29,4,East,1
49,Female,77730.49,804.0,0.62,29,North,1
41,Female,77438.61,721.0,0.55,20,East,0
38,Male,86992.43,586.0,0.16,16,West,1
57,Male,81746.13,701.0,0.67,35,North,1
63,Female,78614.73,538.0,0.41,40,South,1
61,Female,76668.32,649.0,0.12,39,East,1
42,Female,84899.11,752.0,0.73,20,North,0
51,Male,72680.09,790.0,0.16,30,South,1
28,Male,98195.74,593.0,0.3,7,East,1
52,Female,55903.41,627.0,0.63,29,East,0
46,Male,62618.07,688.0,0.24,24,East,1
28,Male,71383.81,700.0,0.66,4,West,0
58,Female,74156.84,523.0,0.7,36,East,0
31,Female,45992.77,664.0,0.45,9,East,0
33,Female,79533.23,792.0,0.39,12,North,1
69,Male,68291.26,598.0,0.39,45,East,1
29,Male,85257.99,700.0,0.72,9,North,0
51,Female,73294.26,717.0,0.34,30,North,1
52,Female,35902.69,791.0,0.18,31,West,1
55,Female,25000.0,617.0,0.53,34,North,0
26,Female,60555.01,667.0,0.36,6,South,0
57,Female,52388.89,678.0,0.44,37,South,1
42,Male,39450.44,659.0,0.42,21,East,0
65,Female,44739.52,678.0,0.39,42,West,1
46,Male,109658.29,639.0,0.47,24,East,1
30,Female,53627.51,618.0,0.45,7,South,0
51,Male,62488.89,625.0,0.45,28,West,1
46,Female,28059.09,663.0,0.27,25,West,0
51,Female,90417.81,834.0,0.63,27,West,1
46,Male,63600.83,675.0,0.45,23,South,1
49,Female,84764.91,752.0,0.64,25,South,1
49,Male,72825.99,675.0,0.63,29,East,1
69,Male,80304.17,672.0,0.36,45,East,1
24,Male,73012.93,680.0,0.19,4,East,1
69,Male,73944.02,722.0,0.46,45,East,1
44,Male,79884.13,744.0,0.66,23,South,1
46,Female,49659.29,734.0,0.28,23,East,1
66,Male,99181.5,664.0,0.54,45,East,1
30,Female,95690.5,645.0,0.16,6,South,1
60,Male,73564.7,775.0,0.37,36,North,1
41,Male,59121.7,664.0,0.62,18,North,0
39,Male,47560.42,777.0,0.52,15,South,1
25,Female,38204.93,451.0,0.79,2,West,0
38,Male,86077.74,656.0,0.22,15,West,1
37,Male,63689.83,604.0,0.56,17,North,0
22,Female,93893.24,775.0,0.42,0,North,1
50,Male,42201.37,648.0,0.63,30,West,0
23,Male,75496.63,796.0,0.67,0,South,0
47,Male,67395.65,621.0,0.2,27,West,1
49,Female,80756.05,666.0,0.66,27,South,0
56,Male,57954.04,752.0,0.77,35,South,1
27,Male,78331.02,739.0,0.48,6,North,1
54,Male,57787.94,670.0,0.17,31,West,1
61,Female,75092.17,617.0,0.68,37,East,0
27,Male,64174.63,712.0,0.26,7,West,1
59,Male,25000.0,731.0,0.43,38,North,1
69,Female,48192.13,684.0,0.41,45,North,1
47,Male,73329.95,640.0,0.64,23,West,1
22,Female,69209.58,604.0,0.48,0,East,0
42,Female,45185.48,762.0,0.3,19,West,0
30,Female,79942.94,731.0,0.15,8,West,1
28,Female,48077.43,626.0,0.78,8,West,0
53,Female,58979.11,619.0,0.1,32,East,1
37,Female,50071.56,537.0,0.23,15,East,0
62,Male,31132.5,631.0,0.5,41,South,1
59,Female,103893.34,736.0,0.72,36,East,1
68,Female,68648.7,617.0,0.37,45,South,1
56,Male,63346.43,620.0,0.31,34,South,1
31,Male,38844.97,598.0,0.1,10,West,1
35,Female,56047.53,538.0,0.45,14,North,0
54,Male,62965.65,681.0,0.8,34,East,0
22,Female,68167.2,699.0,0.76,1,North,0
66,Male,69983.05,668.0,0.16,42,West,1
26,Male,42099.94,729.0,0.33,2,East,0
67,Female,50617.24,715.0,0.32,43,North,1
32,Male,123593.55,713.0,0.78,11,South,1
44,Female,63619.18,674.0,0.43,20,South,0
60,Male,89770.93,755.0,0.29,39,East,1
50,Male,60252.97,724.0,0.76,28,North,0
32,Female,77255.9,850.0,0.26,8,North,1
66,Male,79076.1,703.0,0.75,45,North,1
51,Male,41491.49,667.0,0.23,30,North,1
63,Female,98324.37,616.0,0.14,39,North,1
44,Male,61407.92,670.0,0.65,22,South,0
66,Male,43618.94,825.0,0.11,45,North,1
31,Male,93656.98,581.0,0.41,10,West,1
61,Male,27136.27,649.0,0.27,39,South,1
64,Male,55949.73,737.0,0.39,40,East,1
62,Female,54824.74,592.0,0.45,39,North,0
28,Male,91687.11,771.0,0.68,7,West,1
30,Male,55858.94,633.0,0.57,8,North,0
42,Female,56235.67,685.0,0.71,21,South,0
43,Female,75804.23,631.0,0.27,23,South,1
45,Male,57038.07,761.0,0.17,22,West,1
40,Female,72480.96,664.0,0.7,20,North,0
26,Male,87656.74,686.0,0.69,4,East,0
53,Female,66665.48,700.0,0.47,33,West,1
23,Female,62540.23,688.0,0.45,3,East,0
45,Male,42623.62,694.0,0.34,21,South,1
54,Female,39296.55,694.0,0.5,34,North,0
48,Female,50420.45,727.0,0.76,24,South,0
53,Female,85922.21,574.0,0.38,31,South,1
61,Female,98407.89,597.0,0.77,38,South,0
53,Male,73150.59,635.0,0.51,32,South,1
65,Male,60802.17,582.0,0.27,42,West,1
37,Male,42947.02,628.0,0.67,16,East,0
27,Female,66118.8,585.0,0.42,4,West,0
63,Female,49119.91,622.0,0.24,41,South,1
35,Male,79234.82,846.0,0.16,11,South,1
38,Female,39570.94,693.0,0.52,16,South,0
64,Female,56776.67,749.0,0.36,44,South,1
25,Female,57560.37,665.0,0.11,2,North,0
27,Female,69521.96,730.0,0.69,5,South,0
56,Male,73462.53,586.0,0.49,33,West,1
55,Male,56173.2,621.0,0.25,31,East,1
61,Male,68081.76,682.0,0.63,37,South,1
27,Male,63978.1,662.0,0.51,3,North,0
27,Female,36503.6,631.0,0.3,4,South,0
41,Female,82742.52,639.0,0.79,18,North,0
59,Male,43053.68,784.0,0.34,39,East,1
66,Male,49386.59,734.0,0.33,45,East,1
43,Male,72373.21,605.0,0.79,20,North,0
62,Male,75891.88,645.0,0.23,38,West,1
22,Male,57239.15,777.0,0.36,2,West,1
68,Female,57207.42,684.0,0.28,45,East,1
48,Male,42698.89,640.0,0.24,27,West,1
46,Female,66133.47,756.0,0.16,23,South,1
61,Male,67151.3,756.0,0.41,37,North,1
25,Male,122205.95,618.0,0.71,2,South,1
66,Male,76916.75,624.0,0.72,45,West,1
54,Male,40722.3,666.0,0.75,30,North,0
69,Female,61804.15,779.0,0.17,45,East,1
32,Female,63649.38,700.0,0.57,11,North,0
33,Male,70896.69,739.0,0.57,10,North,1
27,Male,58217.07,666.0,0.38,5,East,1
47,Male,46876.49,574.0,0.55,24,West,0
49,Male,42110.12,733.0,0.54,29,North,1
69,Female,53237.9,777.0,0.33,45,North,1
44,Male,44949.49,749.0,0.58,20,West,0
62,Female,52585.72,733.0,0.64,39,South,0
47,Female,68981.01,731.0,0.12,27,East,1
39,Female,33571.01,704.0,0.12,18,West,1
67,Male,59304.09,612.0,0.56,45,North,1
51,Female,67416.55,629.0,0.4,30,South,1
65,Male,39155.62,591.0,0.22,44,West,1
35,Female,54197.84,709.0,0.12,14,South,1
43,Male,80042.13,704.0,0.31,20,North,1
54,Female,78893.54,666.0,0.16,33,South,1
29,Female,40587.57,655.0,0.4,7,East,0
48,Female,70290.44,688.0,0.23,27,West,1
34,Female,29338.0,719.0,0.77,13,North,0
30,Female,51215.14,512.0,0.2,6,East,0
28,Female,76033.93,519.0,0.37,4,North,0
24,Male,68637.28,683.0,0.16,2,East,1
63,Female,69702.4,594.0,0.52,39,North,1
69,Female,61790.26,850.0,0.45,45,West,1
37,Male,61794.54,684.0,0.24,13,South,1
46,Male,105818.94,616.0,0.64,23,North,1
55,Male,79983.01,714.0,0.19,32,South,1
64,Male,76743.08,750.0,0.38,43,North,1
31,Female,58057.76,594.0,0.11,11,South,1
68,Female,35812.09,577.0,0.78,45,East,0
22,Female,83621.1,793.0,0.63,2,North,0
48,Female,54794.0,759.0,0.37,27,East,1
24,Male,64369.68,654.0,0.59,1,South,0
69,Female,67740.65,686.0,0.14,45,East,1
63,Female,52444.09,696.0,0.13,40,South,1
60,Male,50977.56,746.0,0.19,40,East,1
29,Male,65169.36,646.0,0.55,7,South,0
26,Male,56941.66,496.0,0.75,2,North,0
34,Female,48332.2,784.0,0.67,10,South,0
27,Male,85523.55,672.0,0.26,3,South,1
44,Female,66227.47,658.0,0.6,24,West,0
53,Male,50296.62,698.0,0.26,30,North,1
31,Male,85518.68,657.0,0.63,10,North,1
54,Male,49543.48,623.0,0.79,31,North,0
36,Male,71940.42,670.0,0.37,15,South,1
31,Male,58139.05,611.0,0.58,11,West,0
41,Male,76347.58,766.0,0.24,19,South,1
69,Female,92416.03,579.0,0.33,45,South,1
23,Male,40293.84,819.0,0.16,1,West,1
40,Female,79433.01,732.0,0.23,18,South,1
35,Female,89645.14,758.0,0.58,12,North,0
64,Male,46602.93,669.0,0.28,42,East,1
64,Male,49508.26,826.0,0.68,43,South,1
33,Female,70514.99,699.0,0.43,12,South,0
35,Male,77644.41,734.0,0.59,15,North,1
65,Female,86647.78,664.0,0.15,41,West,1
64,Male,79164.75,558.0,0.66,40,North,1
32,Female,65725.51,673.0,0.18,10,East,1
37,Female,57424.57,653.0,0.22,13,West,0
44,Male,40244.09,697.0,0.2,22,East,1
30,Male,59903.32,566.0,0.21,6,South,1
38,Female,62652.07,806.0,0.46,15,North,0
29,Male,78148.07,689.0,0.72,9,West,0
61,Female,55224.94,767.0,0.32,40,North,1
46,Male,66896.89,562.0,0.32,22,West,1
22,Male,56532.56,726.0,0.71,2,West,0
49,Female,67893.74,684.0,0.54,27,South,0
64,Female,105143.72,586.0,0.75,41,North,1
48,Female,101818.39,732.0,0.25,24,West,1
47,Male,78999.26,714.0,0.62,23,East,1
60,Female,96022.58,677.0,0.11,40,West,1
39,Male,50820.1,692.0,0.54,18,West,0
34,Male,66039.78,696.0,0.7,12,East,0
25,Female,44072.53,791.0,0.67,3,West,0
38,Male,52346.43,650.0,0.27,18,West,1
38,Male,78408.6,572.0,0.76,16,North,0
67,Male,48493.04,754.0,0.34,45,North,1
38,Female,75663.22,654.0,0.71,15,East,0
68,Male,53050.84,655.0,0.45,45,North,1
60,Female,68768.18,715.0,0.11,36,South,1
50,Male,61365.96,623.0,0.15,26,East,1
54,Male,33445.34,755.0,0.23,33,North,1
25,Male,59989.19,688.0,0.75,5,East,0
58,Male,77591.33,656.0,0.4,37,West,1
23,Male,44156.81,683.0,0.49,0,East,0
22,Male,53630.0,786.0,0.79,2,East,0
32,Female,63234.66,765.0,0.6,10,East,0
28,Male,51850.86,515.0,0.39,6,East,0
46,Male,69774.57,743.0,0.75,26,North,1
39,Male,67992.22,720.0,0.61,19,North,1
58,Female,89244.7,656.0,0.15,37,West,1
34,Male,71502.57,604.0,0.49,11,East,1
42,Female,51823.28,729.0,0.55,21,West,0
40,Male,60098.75,722.0,0.65,16,South,0
54,Female,77765.49,608.0,0.78,30,South,0
26,Female,73093.46,615.0,0.39,3,South,0
22,Male,75651.51,744.0,0.13,0,East,1
45,Male,79001.1,772.0,0.65,21,East,1
68,Female,25000.0,612.0,0.68,45,East,0
52,Female,63209.05,637.0,0.59,28,North,0
64,Male,83174.84,675.0,0.54,40,West,1
33,Female,55914.56,745.0,0.42,12,North,0
27,Female,82282.97,722.0,0.37,7,South,1
22,Male,76047.31,721.0,0.45,1,South,1
32,Female,74733.84,704.0,0.26,12,South,1
62,Male,44948.34,652.0,0.5,39,West,1
44,Male,107400.6,767.0,0.8,22,South,1
39,Male,36279.39,685.0,0.44,18,East,0
24,Female,78600.02,724.0,0.32,0,East,0
34,Male,84073.08,606.0,0.18,14,North,1
32,Female,54636.73,757.0,0.28,11,West,0
32,Female,56405.71,567.0,0.13,12,East,0
42,Female,53108.27,722.0,0.24,19,East,1
35,Male,25000.0,734.0,0.69,11,East,0
25,Male,77852.4,712.0,0.17,1,East,1
36,Male,50844.53,732.0,0.78,13,East,0
42,Female,55002.61,721.0,0.24,21,West,1
64,Male,94403.53,669.0,0.21,41,North,1
60,Female,34433.14,674.0,0.13,38,South,1
64,Female,62910.57,738.0,0.79,43,East,0
46,Male,52403.35,785.0,0.18,24,North,1
36,Female,45243.37,760.0,0.32,13,East,0
45,Male,64151.03,687.0,0.15,24,North,1
48,Male,60977.32,805.0,0.36,26,South,1
61,Male,99077.25,703.0,0.12,37,North,1
32,Female,58054.35,542.0,0.18,8,South,0
65,Female,44303.64,699.0,0.56,44,North,0
66,Female,35358.27,682.0,0.32,44,South,1
38,Male,66678.82,646.0,0.7,17,South,0
46,Female,62848.35,565.0,0.47,26,East,0
57,Male,81932.57,677.0,0.55,33,West,1
68,Male,64994.06,628.0,0.25,45,South,1
47,Male,69189.32,581.0,0.48,25,North,1
47,Female,96247.09,599.0,0.5,26,North,1
24,Female,74736.19,714.0,0.54,4,North,0
49,Male,71195.25,671.0,0.54,28,South,1
68,Female,48670.08,705.0,0.79,45,South,0
66,Female,46342.83,656.0,0.59,45,East,0
62,Female,68264.81,628.0,0.32,38,South,1
44,Male,61410.47,683.0,0.4,21,North,1
48,Female,47597.17,670.0,0.53,26,East,0
33,Male,81126.5,797.0,0.55,12,East,1
27,Male,71762.65,670.0,0.27,3,North,1
59,Male,85813.79,790.0,0.35,39,West,1
49,Female,37299.79,730.0,0.44,25,South,0
56,Male,75910.06,767.0,0.62,32,West,1
22,Male,86120.6,705.0,0.16,2,East,1
32,Female,74982.06,724.0,0.35,8,North,1
49,Male,50992.15,786.0,0.41,29,South,1
64,Female,92575.33,675.0,0.52,41,South,1
45,Male,84360.38,788.0,0.77,25,South,1
53,Male,54682.38,598.0,0.12,29,West,1
40,Female,25000.0,707.0,0.55,17,South,0
38,Male,45827.4,708.0,0.34,15,South,1
59,Male,65808.96,794.0,0.7,36,North,1
54,Male,59754.05,601.0,0.26,34,North,1
69,Female,71471.67,615.0,0.77,45,West,0
54,Male,60614.07,726.0,0.2,33,North,1
59,Female,48293.31,669.0,0.59,35,West,0
39,Female,57101.9,636.0,0.27,15,East,0
56,Female,91401.19,733.0,0.15,34,East,1
23,Male,25000.0,647.0,0.14,3,West,0
30,Male,83468.28,687.0,0.19,10,South,1
27,Female,43254.03,654.0,0.6,6,East,0
31,Male,82531.08,798.0,0.57,8,North,1
53,Female,104866.85,686.0,0.46,30,North,1
57,Male,61618.72,668.0,0.57,35,North,1
44,Male,25000.0,614.0,0.37,20,North,0
54,Female,32158.4,720.0,0.63,33,East,0
26,Female,45856.1,501.0,0.26,6,North,0
53,Female,68172.36,676.0,0.32,30,North,1
69,Male,55319.95,812.0,0.66,45,East,1
32,Female,67802.76,710.0,0.16,11,East,1
68,Female,32619.26,819.0,0.73,45,East,0
23,Female,85117.44,808.0,0.5,3,South,0
67,Female,71121.71,729.0,0.25,45,East,1
33,Male,49493.41,748.0,0.26,10,West,1
37,Female,68856.82,702.0,0.26,16,East,1
54,Male,48820.89,643.0,0.44,31,South,1
44,Male,49111.62,671.0,0.5,22,East,1
42,Male,60368.03,736.0,0.72,19,West,0
68,Male,61315.67,733.0,0.34,45,West,1
38,Male,63370.06,681.0,0.77,18,South,0
49,Female,66734.46,663.0,0.65,29,North,0
54,Female,81989.25,813.0,0.73,34,South,1
57,Female,92443.37,696.0,0.79,34,North,0
66,Female,57263.66,706.0,0.54,43,West,1
27,Female,25206.34,724.0,0.21,5,North,0
26,Female,92667.92,713.0,0.26,5,North,1
60,Female,51921.69,563.0,0.72,36,East,0
66,Female,91919.99,688.0,0.24,45,North,1
41,Female,91341.38,798.0,0.22,21,East,1
47,Male,99552.65,630.0,0.31,27,East,1
35,Female,60094.16,684.0,0.22,14,South,1
29,Male,76686.77,648.0,0.68,9,West,0
37,Male,58642.39,639.0,0.25,14,North,1
64,Female,72234.85,675.0,0.67,42,West,0
29,Male,84467.49,668.0,0.22,8,South,1
48,Female,116368.36,603.0,0.32,27,North,1
33,Male,37636.87,728.0,0.63,10,North,0
26,Male,86012.32,764.0,0.59,3,North,1
59,Male,54399.64,738.0,0.2,37,North,1
47,Female,64761.65,735.0,0.67,24,West,0
48,Male,41922.18,788.0,0.8,24,North,0
59,Female,97702.32,731.0,0.67,39,East,1
43,Female,90382.32,555.0,0.16,20,South,1
39,Female,66596.88,607.0,0.53,18,West,0
40,Male,72425.84,574.0,0.18,16,North,1
42,Female,56700.35,702.0,0.34,18,South,0
54,Female,91472.6,684.0,0.32,30,West,1
25,Male,83757.22,706.0,0.47,1,East,1
35,Female,86022.29,719.0,0.43,14,South,1
52,Female,92929.14,700.0,0.21,31,East,1
67,Female,65146.26,662.0,0.43,45,North,1
31,Female,50337.36,760.0,0.29,7,East,0
43,Male,49461.39,594.0,0.6,23,West,0
23,Male,46639.31,761.0,0.39,2,South,0
50,Male,65921.12,644.0,0.24,30,North,1
25,Female,83413.43,850.0,0.11,5,North,1
34,Male,90830.69,656.0,0.56,10,East,1
61,Male,80270.02,727.0,0.68,40,West,1
45,Male,58405.22,756.0,0.45,22,South,1
67,Male,58069.1,777.0,0.57,45,North,1
58,Male,69951.19,760.0,0.12,38,North,1
23,Male,82550.36,701.0,0.57,2,South,1
53,Female,111743.2,537.0,0.19,31,East,1
42,Female,52642.52,685.0,0.6,22,West,0
61,Female,47044.55,659.0,0.69,37,West,0
54,Female,81435.54,695.0,0.76,30,North,0
39,Female,60382.59,778.0,0.4,17,North,1
40,Female,34876.47,752.0,0.26,16,North,0
32,Female,86212.06,693.0,0.61,10,South,0
46,Male,69280.76,620.0,0.28,26,West,1
24,Female,55637.52,627.0,0.53,0,North,0
23,Male,48884.41,788.0,0.32,3,East,1
68,Female,37152.19,721.0,0.15,45,South,1
55,Female,78027.2,668.0,0.17,31,East,1
40,Male,44517.06,703.0,0.75,16,East,0
38,Male,71658.22,561.0,0.19,17,East,1
69,Female,72858.16,741.0,0.64,45,North,1
23,Male,70824.52,616.0,0.51,2,East,0
43,Female,25000.0,633.0,0.24,19,North,0
26,Male,54238.94,749.0,0.43,5,West,1
38,Female,44267.37,675.0,0.63,15,North,0
31,Female,29129.82,776.0,0.76,8,North,0
67,Male,50966.73,659.0,0.16,44,South,1
29,Male,71081.89,692.0,0.78,5,South,0
67,Female,87961.56,813.0,0.66,45,South,1
49,Female,92715.95,694.0,0.21,26,West,1
56,Male,67032.94,708.0,0.59,34,North,1
35,Female,68032.16,607.0,0.37,13,West,0
46,Female,97711.72,755.0,0.38,26,North,1
49,Female,42483.15,675.0,0.14,26,North,1
62,Male,52350.77,639.0,0.23,41,West,1
57,Male,78029.82,747.0,0.25,37,West,1
58,Female,40119.77,682.0,0.28,38,North,1
42,Male,27568.94,698.0,0.59,20,West,0
68,Male,44596.61,598.0,0.22,45,East,1
47,Male,80616.15,655.0,0.41,26,North,1
44,Female,50258.16,688.0,0.23,24,West,1
68,Female,76765.35,705.0,0.22,45,North,1
66,Female,94540.31,675.0,0.55,44,West,1
48,Male,88706.99,705.0,0.17,26,East,1
47,Male,94544.67,705.0,0.34,27,West,1
60,Male,55298.09,850.0,0.44,40,North,1
51,Female,75984.33,764.0,0.37,29,East,1
34,Female,48375.52,642.0,0.34,12,West,0
50,Male,75892.1,740.0,0.53,29,South,1
60,Female,76349.14,776.0,0.24,40,North,1
56,Male,85954.38,806.0,0.57,35,South,1
64,Female,63909.22,575.0,0.31,41,West,1
33,Male,75675.16,738.0,0.45,11,North,1
44,Male,91362.31,781.0,0.57,23,West,1
53,Male,94862.24,723.0,0.22,30,West,1
42,Female,68172.44,683.0,0.39,20,North,1
61,Male,52116.85,504.0,0.65,37,East,0
29,Male,45846.21,646.0,0.51,5,East,0
57,Male,85507.64,607.0,0.28,34,East,1
35,Male,43179.93,722.0,0.8,11,North,0
24,Male,80996.03,725.0,0.76,3,South,0
31,Male,64500.76,752.0,0.7,9,East,0
43,Male,36956.55,672.0,0.16,22,South,1
36,Male,62519.47,577.0,0.13,12,South,1
50,Female,64167.54,780.0,0.56,27,West,0
30,Female,82052.64,799.0,0.29,9,North,1
