age,gender,income,credit_score,debt_ratio,employment_years,region,approved
46,Male,58539.54,631.0,0.419,13.5,South,1
36,Male,83483.94,649.0,0.521,2.1,North,1
61,Male,69231.12,759.0,0.266,4.8,North,1
25,Female,61043.26,721.0,0.572,10.5,South,0
29,Male,54664.32,680.0,0.22,11.2,South,1
28,Male,71377.11,658.0,0.649,10.7,East,0
55,Female,41270.6,700.0,0.336,7.3,South,1
63,Female,69129.71,740.0,0.287,6.4,North,1
50,Male,53998.44,585.0,0.457,0.3,East,0
44,Male,94578.33,703.0,0.251,5.1,East,1
30,Female,68891.44,589.0,0.412,12.4,East,0
56,Male,30000.0,666.0,0.338,8.3,North,1
30,Male,46670.68,735.0,0.365,3.7,North,1
62,Female,51072.28,565.0,0.191,8.6,South,1
60,Female,56038.37,559.0,0.266,4.1,South,0
61,Male,121546.48,631.0,0.212,4.6,North,1
63,Male,73172.86,677.0,0.434,0.0,North,0
49,Female,49243.53,646.0,0.191,0.1,South,0
47,Female,46447.79,681.0,0.1,10.2,South,0
27,Male,126896.58,622.0,0.451,0.3,North,1
33,Female,83466.65,656.0,0.136,0.0,North,0
37,Male,73130.03,560.0,0.1,0.0,East,1
49,Male,45556.64,527.0,0.46,8.4,North,0
48,Female,38071.28,595.0,0.186,4.2,East,1
34,Male,70051.35,525.0,0.382,2.9,South,1
35,Male,55139.27,592.0,0.546,12.0,South,0
40,Female,79430.23,850.0,0.614,1.2,South,0
26,Male,84574.41,814.0,0.601,5.3,North,1
26,Female,50176.29,647.0,0.623,0.1,East,0
29,Male,58057.16,526.0,0.418,12.7,North,1
22,Male,65744.88,850.0,0.39,5.5,North,1
45,Female,48595.43,546.0,0.468,5.6,North,0
29,Male,77902.56,823.0,0.517,6.9,North,1
47,Male,49150.59,850.0,0.433,7.5,South,1
29,Female,67838.42,644.0,0.203,0.6,South,1
58,Female,61958.73,786.0,0.702,10.0,South,1
32,Male,76088.53,707.0,0.677,18.2,North,1
48,Female,49026.99,652.0,0.706,7.9,South,0
54,Female,33038.89,650.0,0.359,7.1,South,1
38,Male,78565.74,501.0,0.579,0.0,North,0
53,Male,53654.77,712.0,0.214,4.1,South,1
57,Male,35185.21,707.0,0.209,9.6,South,1
60,Female,67844.54,696.0,0.497,19.0,East,0
24,Female,43637.28,622.0,0.138,10.2,South,0
56,Male,66649.33,571.0,0.74,5.7,East,0
60,Female,91189.12,673.0,0.292,11.5,South,1
51,Male,71525.41,602.0,0.638,14.6,East,0
51,Male,58958.03,643.0,0.512,12.1,North,1
40,Female,46935.88,702.0,0.296,11.6,North,0
34,Female,66903.87,571.0,0.493,7.4,South,0
35,Male,56150.69,680.0,0.216,5.3,North,1
46,Female,68844.45,637.0,0.167,1.3,North,1
30,Male,50811.2,771.0,0.321,4.2,North,1
42,Female,64115.52,495.0,0.368,15.0,North,0
51,Male,77520.27,685.0,0.448,8.6,North,1
31,Male,33619.16,440.0,0.342,9.2,North,0
35,Male,52160.02,627.0,0.371,6.9,North,1
37,Male,90438.18,669.0,0.365,11.2,North,1
42,Female,65463.13,823.0,0.589,12.7,South,0
26,Female,61025.81,626.0,0.452,5.2,South,0
53,Female,30000.0,694.0,0.491,9.6,South,1
46,Male,70890.32,552.0,0.59,14.8,North,0
40,Male,77680.47,572.0,0.732,4.6,North,0
35,Male,86079.07,639.0,0.505,6.9,North,0
50,Female,69953.44,628.0,0.614,5.4,North,0
47,Female,99537.47,538.0,0.263,5.5,North,0
50,Male,88659.11,689.0,0.319,2.9,East,1
36,Female,73630.67,548.0,0.325,11.1,South,1
24,Female,50355.95,554.0,0.21,10.7,East,0
49,Female,59617.0,662.0,0.34,6.7,South,1
58,Female,55093.72,646.0,0.531,12.3,East,1
49,Male,82396.7,648.0,0.455,0.0,North,0
59,Female,41315.25,737.0,0.583,8.1,South,0
26,Female,85188.08,788.0,0.481,8.9,North,0
57,Female,31033.97,657.0,0.454,0.0,North,0
27,Male,93471.56,616.0,0.659,0.0,South,0
26,Female,57623.84,660.0,0.547,5.2,East,0
30,Male,63980.94,752.0,0.377,8.3,South,1
44,Female,33058.04,850.0,0.255,13.1,East,0
51,Male,51374.26,466.0,0.58,6.2,North,0
52,Female,51862.82,732.0,0.45,6.6,North,1
63,Female,48830.68,733.0,0.159,10.4,South,1
32,Male,51755.3,740.0,0.544,1.9,North,0
61,Female,73714.25,562.0,0.317,5.5,South,1
25,Male,55905.72,689.0,0.375,0.5,South,1
45,Male,89877.5,637.0,0.526,11.2,South,1
61,Male,46469.79,537.0,0.332,8.6,North,0
28,Female,62232.35,592.0,0.574,13.9,South,0
49,Male,43134.88,651.0,0.367,2.5,North,0
45,Female,44781.7,584.0,0.371,9.8,South,1
47,Male,69528.58,723.0,0.529,11.7,South,1
45,Male,58143.1,591.0,0.274,11.2,East,1
33,Female,40505.56,579.0,0.44,12.4,North,0
52,Female,51764.0,710.0,0.599,8.8,South,0
34,Female,67640.02,601.0,0.279,0.0,North,1
24,Male,89505.81,822.0,0.496,15.5,North,1
59,Female,52162.74,812.0,0.546,3.8,South,1
45,Male,51510.54,609.0,0.271,19.6,East,1
63,Male,42108.7,676.0,0.4,16.0,East,1
31,Female,72570.54,550.0,0.388,16.0,South,0
58,Male,57789.14,607.0,0.182,5.7,North,1
35,Male,63405.33,656.0,0.303,13.6,East,1
25,Male,93052.46,606.0,0.388,5.1,North,1
51,Male,62665.39,702.0,0.686,11.4,North,0
34,Male,76463.97,614.0,0.314,3.0,East,1
38,Female,50545.07,819.0,0.312,10.9,East,1
63,Female,44950.35,638.0,0.667,6.7,South,0
55,Female,95629.66,601.0,0.138,2.5,South,1
61,Male,60867.13,664.0,0.351,1.3,North,1
50,Male,51631.3,687.0,0.1,4.3,North,1
26,Female,48860.78,681.0,0.467,3.5,South,1
28,Female,63587.68,670.0,0.293,4.1,North,0
49,Male,43734.45,638.0,0.253,10.5,East,1
31,Female,30000.0,686.0,0.456,9.1,East,0
54,Male,75030.14,592.0,0.321,8.9,North,1
22,Male,46439.63,521.0,0.26,3.8,North,0
53,Male,51185.84,752.0,0.609,7.3,East,1
35,Male,30000.0,616.0,0.458,12.4,East,0
46,Male,57481.14,767.0,0.392,7.8,North,1
24,Male,100848.04,611.0,0.368,4.5,North,1
34,Male,61230.62,658.0,0.669,0.0,North,0
53,Female,46522.3,564.0,0.503,14.0,South,0
30,Male,49384.37,635.0,0.256,4.4,North,1
22,Female,60212.95,693.0,0.323,4.8,East,0
45,Male,80684.23,560.0,0.213,11.8,North,1
63,Male,68348.96,629.0,0.449,12.6,North,1
29,Male,97067.21,679.0,0.379,13.1,South,1
30,Male,43699.18,703.0,0.35,8.9,North,1
25,Female,56090.47,718.0,0.586,0.0,North,0
49,Male,58169.73,629.0,0.257,3.9,North,1
27,Male,85686.39,635.0,0.461,6.9,South,1
54,Female,62384.45,692.0,0.377,3.1,South,1
25,Female,77283.97,540.0,0.497,10.5,South,0
57,Male,50681.0,536.0,0.616,3.9,South,0
58,Male,49685.53,643.0,0.273,9.2,South,1
61,Female,75204.2,649.0,0.442,7.1,South,1
29,Male,30000.0,576.0,0.319,3.8,North,1
64,Male,84126.32,555.0,0.146,0.6,North,1
54,Male,87770.07,738.0,0.528,0.9,North,1
24,Female,30000.0,688.0,0.381,0.0,South,0
57,Female,88796.24,607.0,0.49,10.9,South,1
55,Female,51632.77,694.0,0.531,0.0,North,0
37,Male,45561.73,620.0,0.599,0.0,North,0
23,Male,49749.12,570.0,0.34,1.6,East,1
57,Female,58347.58,554.0,0.64,10.8,South,0
59,Female,32992.89,743.0,0.159,3.8,South,1
27,Female,52723.46,645.0,0.274,11.9,South,0
53,Female,91571.85,764.0,0.106,7.3,East,1
45,Male,45221.79,537.0,0.237,3.3,South,1
58,Female,37632.74,724.0,0.342,6.8,South,1
36,Female,76717.25,714.0,0.198,6.2,South,0
47,Male,85162.06,548.0,0.192,18.4,North,1
51,Female,61815.71,683.0,0.344,13.1,South,1
53,Male,96976.98,530.0,0.422,15.1,North,1
58,Male,41915.09,624.0,0.235,3.9,East,1
28,Male,91382.09,573.0,0.1,11.1,East,1
35,Male,73373.13,664.0,0.316,0.5,North,1
44,Male,62177.1,687.0,0.719,17.6,East,0
57,Female,64911.12,630.0,0.328,1.6,South,1
54,Male,35987.28,575.0,0.349,9.0,South,0
56,Female,51832.54,652.0,0.538,14.8,North,0
46,Male,50017.87,646.0,0.615,3.8,North,0
35,Female,60932.83,693.0,0.307,6.1,North,1
24,Male,69606.31,691.0,0.421,8.7,East,1
25,Female,84623.78,544.0,0.54,0.4,South,0
52,Male,67655.07,699.0,0.211,6.0,North,1
36,Male,43572.29,575.0,0.424,0.1,North,0
37,Male,47628.46,632.0,0.472,6.4,North,0
29,Male,38896.97,579.0,0.212,17.1,North,1
53,Female,80581.53,664.0,0.395,0.0,North,0
29,Female,95887.38,487.0,0.406,4.4,South,0
34,Male,86293.42,731.0,0.412,8.7,East,1
41,Male,60836.08,553.0,0.162,15.3,North,1
54,Male,96624.06,666.0,0.409,4.6,North,1
34,Female,114786.91,720.0,0.487,5.3,East,1
56,Female,80679.63,747.0,0.632,12.2,South,0
52,Male,53056.11,630.0,0.518,1.3,North,0
59,Male,38627.16,536.0,0.669,0.0,East,0
51,Female,39994.93,685.0,0.443,12.5,East,0
37,Female,60705.93,648.0,0.451,0.0,North,0
33,Female,51210.41,764.0,0.42,14.4,South,1
28,Male,71402.58,670.0,0.375,5.2,North,1
51,Male,38756.88,658.0,0.478,3.3,South,0
61,Male,80410.02,745.0,0.341,3.9,South,1
56,Female,76262.0,574.0,0.369,7.4,South,1
50,Male,102000.95,741.0,0.268,2.1,South,1
62,Female,84701.7,672.0,0.241,0.8,South,0
59,Male,48883.79,660.0,0.494,6.0,North,0
43,Male,39913.51,669.0,0.388,3.7,North,0
60,Male,87597.01,755.0,0.286,0.0,South,1
24,Male,61250.94,541.0,0.381,3.2,North,0
34,Male,66744.77,613.0,0.375,0.0,North,1
61,Female,96972.83,613.0,0.433,6.6,South,1
29,Male,43751.96,551.0,0.387,4.7,North,0
61,Male,30000.0,666.0,0.632,9.6,North,0
58,Male,49210.08,553.0,0.299,7.8,South,1
38,Male,60658.34,710.0,0.723,7.8,South,0
51,Female,122724.95,537.0,0.501,13.9,East,1
31,Male,69620.12,614.0,0.663,0.0,North,0
37,Female,40894.02,609.0,0.572,7.0,South,0
51,Male,37095.61,600.0,0.387,6.8,East,0
40,Male,86758.09,536.0,0.16,3.7,North,1
40,Female,86867.18,553.0,0.377,0.0,South,1
55,Female,41210.82,719.0,0.481,0.0,South,0
32,Female,38161.75,710.0,0.432,4.2,East,0
45,Male,47451.75,849.0,0.621,5.9,East,1
57,Male,66999.67,693.0,0.1,4.8,East,1
45,Male,72213.79,622.0,0.479,4.0,South,0
56,Male,64627.3,656.0,0.233,9.8,South,1
43,Male,95568.45,801.0,0.49,10.2,North,1
51,Female,30000.0,747.0,0.332,7.8,East,0
47,Female,70047.38,576.0,0.163,7.8,North,1
38,Male,49300.41,674.0,0.459,8.4,North,1
37,Male,34489.2,643.0,0.52,11.0,South,1
46,Female,59673.53,479.0,0.1,9.7,South,1
60,Male,39773.4,836.0,0.271,5.3,East,1
32,Male,85448.72,595.0,0.629,5.6,North,0
32,Female,54449.65,617.0,0.188,7.4,South,0
26,Female,70467.34,636.0,0.424,7.2,South,0
50,Female,78419.84,614.0,0.168,0.0,North,1
28,Male,66096.74,593.0,0.431,12.1,North,0
24,Female,68846.63,703.0,0.532,6.8,North,1
31,Female,40519.76,429.0,0.156,5.4,East,1
31,Female,97118.08,765.0,0.238,13.3,South,1
26,Male,54165.07,666.0,0.568,9.9,North,0
51,Male,30000.0,531.0,0.501,8.4,North,0
45,Female,72023.21,638.0,0.557,0.0,South,0
39,Female,60078.27,829.0,0.471,4.6,South,1
34,Male,78862.7,652.0,0.16,8.4,North,1
64,Male,46661.83,570.0,0.497,4.6,North,0
40,Female,64076.0,673.0,0.284,6.2,South,0
58,Female,50969.81,541.0,0.471,17.0,North,1
22,Male,82529.46,445.0,0.438,5.7,North,0
33,Female,70379.27,702.0,0.579,9.2,East,1
64,Male,64325.88,766.0,0.663,11.5,East,1
60,Male,53939.29,570.0,0.298,12.7,North,1
39,Female,56653.24,632.0,0.427,13.1,South,0
60,Female,30000.0,526.0,0.24,6.6,North,0
49,Female,90021.99,569.0,0.436,14.5,North,0
42,Male,82446.35,666.0,0.299,19.2,South,1
62,Female,86386.46,680.0,0.553,10.5,South,1
32,Male,48009.58,588.0,0.592,6.1,East,0
34,Female,68617.02,580.0,0.647,11.4,East,0
35,Male,43213.8,568.0,0.392,4.0,East,0
55,Female,40789.15,526.0,0.418,6.1,North,0
30,Male,55449.27,624.0,0.419,7.4,North,1
43,Female,62648.57,662.0,0.35,0.0,South,0
26,Male,38086.84,702.0,0.131,9.5,North,1
57,Female,72252.49,642.0,0.573,11.4,North,0
43,Male,52510.92,774.0,0.408,7.6,North,1
23,Male,43231.36,575.0,0.673,8.1,East,0
58,Female,65962.38,680.0,0.394,14.7,East,1
29,Male,53237.81,646.0,0.605,12.1,North,0
26,Male,97300.09,545.0,0.121,11.1,North,1
41,Male,96539.77,638.0,0.35,11.2,North,1
58,Female,32383.57,645.0,0.22,10.7,South,1
56,Male,46495.45,479.0,0.429,8.2,North,0
25,Male,72763.06,586.0,0.36,12.3,North,1
35,Male,73203.87,635.0,0.445,5.6,North,0
38,Male,36489.69,792.0,0.32,6.4,North,1
24,Male,79850.45,611.0,0.207,0.0,East,1
32,Female,83707.84,542.0,0.315,16.9,East,1
55,Male,93254.47,620.0,0.523,3.5,South,0
56,Male,49491.86,667.0,0.474,8.4,North,0
31,Male,83029.24,724.0,0.391,0.0,East,1
55,Male,77711.73,712.0,0.474,4.2,East,1
55,Male,38604.0,633.0,0.219,9.9,East,1
60,Female,46713.41,650.0,0.559,4.5,East,0
30,Female,48141.24,648.0,0.388,10.0,North,0
52,Male,82548.97,624.0,0.352,8.2,North,1
50,Male,73419.89,668.0,0.324,3.6,North,1
46,Male,36140.77,660.0,0.494,0.0,South,0
32,Male,96180.97,620.0,0.411,1.4,North,1
55,Female,74528.19,660.0,0.152,0.0,North,1
55,Female,50779.26,667.0,0.359,7.4,North,0
55,Female,67152.3,661.0,0.455,13.2,South,0
36,Female,111612.99,623.0,0.599,8.5,East,1
63,Male,69334.67,555.0,0.162,8.1,North,1
32,Female,93546.14,641.0,0.337,0.0,North,1
61,Female,58624.73,748.0,0.391,10.9,North,0
47,Female,70473.2,641.0,0.351,10.8,South,1
24,Male,68173.56,745.0,0.535,11.2,East,1
25,Female,101668.73,688.0,0.277,4.0,South,1
63,Male,40827.89,629.0,0.543,11.1,North,0
25,Female,63941.98,674.0,0.336,13.6,North,0
62,Male,68957.07,615.0,0.254,2.2,North,1
43,Male,88325.06,500.0,0.438,5.5,East,0
42,Female,54538.97,548.0,0.456,7.9,East,0
56,Male,61178.75,545.0,0.477,19.3,North,1
25,Female,61708.84,664.0,0.373,15.6,North,1
39,Male,73535.88,607.0,0.362,4.5,East,1
54,Male,104402.76,682.0,0.237,9.2,North,1
61,Male,75810.05,697.0,0.362,0.0,North,1
47,Female,61979.52,745.0,0.355,2.9,South,1
26,Male,101912.91,724.0,0.402,3.3,North,1
54,Female,72903.52,632.0,0.412,3.7,South,1
32,Female,106192.1,684.0,0.13,8.3,East,1
52,Female,57721.73,766.0,0.398,3.0,East,0
22,Female,86932.78,752.0,0.382,11.0,East,1
63,Male,48752.85,648.0,0.415,13.1,North,1
45,Female,45800.02,653.0,0.292,1.8,East,0
27,Female,46799.8,648.0,0.494,6.4,North,0
24,Female,53274.47,799.0,0.45,12.7,South,1
47,Female,60146.8,457.0,0.718,4.6,South,0
48,Male,55030.11,508.0,0.135,8.3,East,1
50,Female,71635.7,638.0,0.503,6.7,East,1
53,Male,87676.79,835.0,0.415,0.0,North,1
36,Male,90914.33,609.0,0.19,1.6,North,1
53,Female,78198.61,652.0,0.45,14.3,South,1
53,Female,68335.48,623.0,0.472,7.6,North,0
64,Female,64666.57,609.0,0.4,6.9,South,0
43,Female,49844.2,657.0,0.509,3.3,South,0
55,Male,64242.4,534.0,0.467,3.0,North,0
25,Male,53469.27,641.0,0.466,7.1,East,0
51,Male,89986.97,759.0,0.345,8.7,North,1
34,Male,62182.36,602.0,0.596,0.0,North,0
35,Female,53375.07,611.0,0.396,0.0,South,0
38,Female,35958.9,701.0,0.379,12.2,North,1
53,Female,57629.93,710.0,0.536,12.2,South,1
41,Male,54196.17,577.0,0.327,7.4,North,1
33,Male,56781.69,662.0,0.444,9.9,North,1
28,Male,77270.92,587.0,0.481,8.2,East,0
50,Male,85097.45,650.0,0.592,7.5,North,0
56,Male,68476.96,583.0,0.68,7.7,North,0
22,Male,30000.0,733.0,0.371,3.2,East,1
51,Male,95180.5,583.0,0.259,0.0,North,1
46,Male,93502.5,686.0,0.519,5.7,East,0
50,Male,30000.0,718.0,0.633,0.8,North,0
34,Female,67284.4,562.0,0.47,6.8,South,0
42,Female,97431.54,710.0,0.362,0.0,South,1
44,Male,93334.06,640.0,0.1,4.0,South,1
58,Male,55802.78,531.0,0.335,18.1,East,1
26,Female,79022.18,602.0,0.417,6.9,North,0
27,Female,37092.85,586.0,0.55,0.0,South,0
42,Male,57345.68,799.0,0.136,9.2,East,1
48,Female,48211.21,680.0,0.487,16.7,South,0
34,Male,58864.93,656.0,0.379,13.1,South,1
53,Female,100587.06,718.0,0.465,7.4,South,1
43,Male,58162.18,668.0,0.489,7.3,East,1
42,Female,64363.21,657.0,0.679,5.4,South,0
42,Male,70681.3,624.0,0.246,3.1,North,1
57,Male,62102.23,667.0,0.32,6.4,East,1
34,Male,94549.32,617.0,0.282,9.5,North,1
50,Male,87975.25,740.0,0.375,3.1,North,1
24,Male,58723.95,461.0,0.694,8.7,South,0
22,Male,95790.88,572.0,0.113,6.2,South,1
48,Male,56334.38,678.0,0.186,11.2,East,1
56,Male,84671.77,548.0,0.353,3.1,East,1
27,Male,74798.39,473.0,0.288,4.8,East,1
59,Male,59738.81,723.0,0.553,5.3,North,0
43,Female,45023.81,689.0,0.36,8.7,South,1
42,Male,35277.35,730.0,0.486,1.7,North,0
26,Male,67789.77,733.0,0.308,7.9,North,1
48,Female,74821.15,622.0,0.199,0.9,South,1
50,Male,114388.15,542.0,0.228,6.2,North,1
47,Male,74454.15,594.0,0.372,1.7,North,1
59,Male,82639.36,576.0,0.27,17.8,South,1
39,Male,76565.72,593.0,0.354,12.2,North,1
27,Male,90293.14,688.0,0.332,8.0,South,1
56,Female,47140.12,793.0,0.69,9.1,South,1
49,Female,79622.53,691.0,0.739,4.1,North,0
57,Female,57865.82,782.0,0.42,5.3,South,1
42,Male,37162.51,663.0,0.218,8.9,North,1
56,Male,51153.33,569.0,0.204,15.0,North,1
25,Male,61775.6,712.0,0.401,7.9,North,1
48,Female,94983.23,613.0,0.417,7.9,South,1
57,Female,89100.99,551.0,0.622,9.3,North,0
54,Male,56859.07,788.0,0.561,6.1,North,1
40,Female,95798.3,690.0,0.411,3.0,South,1
57,Female,54575.37,580.0,0.321,7.5,South,1
36,Female,87231.75,698.0,0.353,2.6,South,1
53,Male,34781.45,676.0,0.453,13.9,East,1
61,Male,86452.89,658.0,0.276,1.5,East,1
44,Male,32674.31,686.0,0.305,4.0,North,1
42,Female,30000.0,649.0,0.661,3.7,North,0
40,Female,92134.5,539.0,0.434,9.2,South,1
54,Male,59352.2,603.0,0.431,3.5,North,1
27,Male,75178.19,662.0,0.158,0.0,North,1
25,Male,30000.0,618.0,0.235,9.0,East,1
56,Male,96235.51,669.0,0.547,7.7,North,1
61,Female,44222.03,672.0,0.543,4.0,East,0
61,Female,97416.88,663.0,0.514,8.8,North,1
24,Male,117684.53,564.0,0.273,15.7,East,1
32,Female,30000.0,635.0,0.207,13.9,East,1
51,Male,43896.13,620.0,0.1,8.9,North,1
37,Female,71120.9,701.0,0.363,1.6,South,0
57,Male,75467.1,717.0,0.684,6.5,North,0
64,Female,61159.08,662.0,0.25,12.3,East,1
38,Female,31508.47,686.0,0.385,15.5,South,1
36,Male,86001.16,824.0,0.422,9.6,North,1
50,Female,84303.75,742.0,0.317,6.0,South,1
37,Female,40716.82,644.0,0.503,13.8,North,0
26,Male,54150.01,615.0,0.253,12.0,South,1
35,Male,103326.38,656.0,0.432,0.8,South,1
40,Female,74353.99,727.0,0.295,11.6,South,1
61,Male,103311.05,766.0,0.52,16.7,North,1
24,Female,30000.0,610.0,0.282,2.2,North,0
33,Female,92138.19,576.0,0.373,8.8,North,1
63,Male,87055.17,669.0,0.614,15.5,North,0
33,Male,62263.51,480.0,0.272,16.4,South,1
55,Male,30000.0,616.0,0.518,9.4,South,0
55,Female,44440.61,650.0,0.465,6.2,East,0
26,Male,30518.07,828.0,0.402,8.3,North,1
59,Female,49670.92,602.0,0.339,6.3,South,1
29,Male,40288.85,684.0,0.377,7.1,South,0
46,Male,46888.42,676.0,0.171,7.7,North,1
63,Male,30021.96,694.0,0.169,7.7,East,1
38,Female,30000.0,599.0,0.354,6.2,North,1
64,Female,72985.71,622.0,0.298,9.8,East,1
38,Female,83882.67,627.0,0.375,7.5,South,0
34,Male,66141.84,566.0,0.155,3.4,East,1
50,Female,100287.23,632.0,0.509,12.6,East,0
55,Male,54541.26,623.0,0.315,5.1,North,1
64,Female,97380.63,729.0,0.513,9.8,South,1
51,Male,63156.06,603.0,0.287,10.5,North,1
31,Female,47301.58,591.0,0.318,0.4,North,1
45,Male,106368.71,714.0,0.365,12.2,South,1
34,Female,55481.5,717.0,0.334,0.6,South,1
59,Male,36950.53,709.0,0.141,4.8,East,1
46,Female,33619.11,702.0,0.755,8.9,South,0
48,Female,73144.37,679.0,0.329,12.3,East,1
52,Male,55262.06,678.0,0.359,5.9,North,1
34,Male,34815.21,638.0,0.558,0.7,North,0
47,Male,64382.98,593.0,0.44,0.0,East,0
22,Male,73052.69,601.0,0.411,5.5,East,1
29,Male,40617.98,595.0,0.491,9.7,North,0
63,Male,62988.53,628.0,0.547,3.3,East,0
55,Male,63702.7,593.0,0.149,9.9,North,1
36,Male,53028.26,526.0,0.176,4.6,North,1
46,Male,79496.3,510.0,0.555,8.0,North,0
38,Male,87495.36,701.0,0.516,9.9,South,0
53,Male,62316.32,649.0,0.185,0.0,South,1
55,Female,47989.68,628.0,0.292,9.2,South,1
60,Male,75091.56,613.0,0.374,22.3,North,1
60,Male,98519.09,697.0,0.472,6.9,North,1
43,Male,84798.93,773.0,0.311,17.8,North,1
44,Female,58534.62,763.0,0.377,1.5,East,0
50,Male,67070.68,687.0,0.563,7.1,South,0
26,Female,62585.27,583.0,0.49,0.4,South,0
32,Female,64080.53,643.0,0.124,13.7,South,1
