age,gender,income,credit_score,debt_ratio,employment_years,region,approved
48,Male,89023.06,711.0,0.635,10.1,East,1
33,Female,91786.56,665.0,0.678,5.4,North,0
35,Female,89736.45,732.0,0.404,0.0,South,1
42,Male,83303.91,533.0,0.564,6.8,South,0
40,Male,47068.57,635.0,0.514,7.5,North,1
58,Female,95504.84,690.0,0.43499999999999994,8.5,East,1
34,Female,57443.12,582.0,0.631,8.6,South,0
36,Female,100515.99,536.0,0.533,1.5,North,0
45,Male,89189.09,697.0,0.634,8.4,North,1
57,Male,45000.0,713.0,0.548,7.0,South,0
54,Male,83770.44,617.0,0.589,3.4,North,1
39,Male,108573.02,562.0,0.492,4.4,East,0
50,Male,81553.69,833.0,0.254,5.8,South,1
25,Male,101139.45,600.0,0.652,1.3,East,0
64,Male,63479.45,482.0,0.46599999999999997,5.1,North,0
62,Male,111945.16,628.0,0.775,12.8,North,1
58,Male,89453.48,570.0,0.581,12.8,North,0
30,Male,105560.58,769.0,0.768,5.8,North,1
49,Female,69080.22,701.0,0.359,0.0,South,1
46,Male,73756.98000000001,670.0,0.662,7.9,North,1
31,Female,125443.63,539.0,0.593,1.8,South,1
51,Male,98548.68,661.0,0.576,12.5,North,1
45,Male,45000.0,696.0,0.798,0.0,North,0
43,Male,99858.89,754.0,0.35,9.9,South,1
55,Male,71069.43,793.0,0.348,7.6,North,1
62,Male,67322.91,647.0,0.53,0.0,East,0
42,Female,85954.07,681.0,0.719,9.5,South,0
48,Male,82131.24,633.0,0.46499999999999997,11.3,East,1
51,Female,92424.25,459.0,0.553,5.0,East,0
46,Male,89058.32,649.0,0.486,8.2,South,1
39,Female,99604.49,625.0,0.651,8.4,North,0
55,Male,76384.85,704.0,0.41200000000000003,11.7,North,1
34,Female,65896.53,602.0,0.7110000000000001,0.4,North,0
57,Female,98796.6,639.0,0.596,4.9,South,1
28,Male,76213.07,809.0,0.36,12.3,North,1
43,Male,132612.47,640.0,0.469,12.7,East,1
60,Male,55454.88,621.0,0.373,0.7,North,0
56,Male,98389.42,656.0,0.645,10.4,East,0
62,Female,93051.46,771.0,0.59,7.3,East,1
29,Female,71472.12,651.0,0.593,12.0,South,1
49,Female,95829.91,734.0,0.7050000000000001,6.3,North,1
55,Male,53048.9,623.0,0.67,6.6,East,0
51,Female,45599.7,613.0,0.716,7.5,South,0
58,Male,118304.39,516.0,0.79,4.0,South,0
53,Male,82498.96,746.0,0.762,0.1,North,0
36,Male,48381.29,684.0,0.535,4.2,North,1
53,Female,106015.84,705.0,0.542,13.4,South,1
43,Male,87246.3,664.0,0.43100000000000005,7.7,North,1
33,Male,107797.27,622.0,0.585,13.2,North,1
57,Male,63041.47,721.0,0.42900000000000005,12.9,North,1
27,Male,81510.07,581.0,0.41400000000000003,11.2,North,1
27,Female,90025.26,660.0,0.7000000000000001,4.4,North,0
57,Male,57916.38,713.0,0.634,6.7,South,0
55,Female,91643.48,741.0,0.32599999999999996,5.0,North,1
25,Male,62944.05,673.0,0.568,16.2,South,1
38,Female,69351.4,584.0,0.651,6.9,North,0
32,Female,107923.12,671.0,0.571,9.9,North,1
59,Female,55430.4,644.0,0.43499999999999994,8.1,South,1
29,Male,101480.47,685.0,0.684,7.4,North,1
33,Male,62394.17,735.0,0.387,4.4,South,1
45,Male,61754.75,660.0,0.716,3.8,South,0
56,Female,64576.74,607.0,0.675,8.5,South,0
45,Male,83790.96,714.0,0.469,8.7,North,1
42,Female,90751.88,692.0,0.314,2.0,South,1
52,Female,88896.67,634.0,0.605,0.0,North,0
43,Male,82142.05,640.0,0.579,11.1,North,1
36,Male,96033.86,600.0,0.64,7.7,North,0
46,Male,45000.0,663.0,0.564,0.0,East,0
46,Female,45000.0,629.0,0.25,5.7,North,1
26,Male,74026.44,457.0,0.509,8.0,South,0
52,Female,45000.0,593.0,0.675,1.1,South,0
33,Male,62669.06,802.0,0.717,7.2,South,1
63,Male,77876.23999999999,687.0,0.678,3.0,North,1
29,Male,84459.73,642.0,0.499,2.9,North,1
25,Female,85912.1,670.0,0.77,6.8,South,1
50,Male,99981.7,645.0,0.537,9.0,North,1
37,Female,106977.97,612.0,0.497,4.9,North,1
61,Male,118998.05,849.0,0.351,7.1,North,1
53,Male,69716.26999999999,602.0,0.601,7.6,South,1
46,Male,103740.98,703.0,0.32899999999999996,3.9,North,1
39,Male,81286.44,548.0,0.371,6.6,North,1
55,Female,96856.2,553.0,0.545,7.1,East,1
29,Male,74200.14,704.0,0.587,6.0,North,1
25,Male,45000.0,676.0,0.383,3.8,North,1
29,Female,73890.26000000001,602.0,0.62,9.7,South,0
46,Male,81005.58,633.0,0.405,1.8,South,1
37,Female,70232.7,716.0,0.58,13.0,South,1
60,Male,83592.66,676.0,0.41900000000000004,11.8,North,1
54,Male,93554.02,710.0,0.524,0.0,North,1
37,Male,45000.0,609.0,0.375,0.1,North,0
48,Female,50037.13,657.0,0.72,7.9,North,1
43,Female,67091.18,726.0,0.46599999999999997,2.5,South,1
52,Male,70563.9,806.0,0.32799999999999996,7.6,South,1
25,Male,48295.26,561.0,0.8170000000000001,4.0,North,0
38,Female,67025.95999999999,662.0,0.42100000000000004,0.0,South,1
54,Female,135637.44,584.0,0.25,0.4,South,1
43,Male,91193.98,707.0,0.763,2.9,North,0
46,Female,96791.55,668.0,0.53,0.9,South,1
61,Female,91213.61,640.0,0.405,5.2,North,1
50,Female,64181.72,648.0,0.747,3.6,South,0
60,Male,77952.29000000001,698.0,0.46299999999999997,9.8,North,1
26,Male,91241.26,642.0,0.555,0.0,South,0
34,Male,57372.68,505.0,0.581,6.7,North,0
27,Female,70395.13,562.0,0.359,0.0,East,1
54,Female,67745.91,618.0,0.764,5.1,South,0
57,Male,45000.0,710.0,0.48,2.7,North,1
41,Male,78122.75,676.0,0.568,3.4,North,1
63,Male,45000.0,541.0,0.43399999999999994,2.6,North,0
33,Male,73526.61,542.0,0.566,11.7,North,1
54,Female,99909.15,513.0,0.42300000000000004,2.9,East,0
46,Female,92928.88,659.0,0.383,7.6,South,1
41,Male,104634.97,664.0,0.554,9.0,North,1
42,Male,85196.02,762.0,0.74,7.2,East,1
36,Male,73789.48000000001,586.0,0.511,7.2,South,1
41,Female,66312.36,727.0,0.643,7.8,East,1
26,Male,74646.47,630.0,0.649,9.0,South,1
45,Female,75767.55,623.0,0.5569999999999999,2.9,North,0
64,Female,98764.15,671.0,0.396,9.4,North,1
51,Male,109409.64,757.0,0.46799999999999997,5.5,North,1
41,Male,86086.67,819.0,0.43599999999999994,14.4,South,1
27,Male,49095.1,688.0,0.43599999999999994,0.0,North,0
43,Male,63330.29,619.0,0.676,12.1,North,0
35,Female,72550.57,652.0,0.9520000000000001,9.0,East,0
59,Male,56457.76,606.0,0.549,15.4,North,1
56,Male,84694.61,774.0,0.473,0.0,South,1
38,Male,93067.56,664.0,0.5599999999999999,2.8,South,1
27,Female,80611.0,609.0,0.375,19.9,North,1
35,Male,92585.28,683.0,0.6960000000000001,6.0,North,1
24,Male,86452.65,742.0,0.36,10.3,South,1
34,Female,82777.31,625.0,0.758,3.2,South,0
43,Male,45000.0,714.0,0.538,1.4,North,1
36,Female,104989.14,611.0,0.33499999999999996,10.3,North,1
61,Female,75897.15,590.0,0.52,5.2,South,1
27,Male,66624.66,540.0,0.656,15.1,East,0
37,Male,94672.82,642.0,0.6910000000000001,0.0,North,1
24,Male,78891.83,793.0,0.44999999999999996,9.1,East,1
62,Female,75457.23999999999,769.0,0.46199999999999997,19.4,South,1
54,Female,103548.63,634.0,0.25,8.1,North,1
55,Male,72424.23999999999,664.0,0.41800000000000004,11.8,South,1
49,Female,94921.88,652.0,0.627,0.9,East,0
52,Female,71184.73000000001,593.0,0.573,4.2,South,0
47,Female,89013.32,724.0,0.6950000000000001,14.7,North,1
57,Female,67321.44,692.0,0.399,11.6,East,1
49,Female,57424.26,641.0,0.8300000000000001,0.0,South,0
36,Female,58957.4,534.0,0.5619999999999999,11.7,South,0
29,Male,67884.98000000001,763.0,0.581,8.3,North,1
50,Female,59659.01,597.0,0.638,9.2,South,0
22,Male,92234.39,602.0,0.545,10.7,North,1
40,Female,47558.14,696.0,0.667,1.3,North,0
31,Female,87191.35,799.0,0.481,14.0,South,1
53,Female,67028.55,664.0,0.595,11.2,North,1
33,Female,68147.13,675.0,0.42200000000000004,3.8,East,0
43,Male,61081.21,610.0,0.6990000000000001,4.8,North,0
49,Male,88630.63,551.0,0.348,18.3,East,1
43,Female,68494.28,801.0,0.492,5.1,East,1
37,Female,92265.08,712.0,0.661,12.7,North,1
38,Male,90439.58,545.0,0.738,8.2,North,0
41,Male,96651.08,718.0,0.676,5.9,North,1
33,Female,94468.29,739.0,0.42200000000000004,9.4,East,1
50,Female,76874.81,636.0,0.41500000000000004,13.8,North,1
48,Male,110195.41,635.0,0.636,8.7,North,1
51,Female,54827.57,507.0,0.254,12.8,South,1
40,Female,117012.33,766.0,0.8290000000000001,10.9,East,1
35,Female,63231.63,562.0,0.722,0.0,North,0
32,Female,51657.79,531.0,0.361,0.0,South,0
24,Female,82000.37,800.0,0.54,14.5,South,1
36,Male,46136.8,677.0,0.801,7.4,South,0
59,Female,49412.32,631.0,0.483,9.6,South,1
54,Female,120681.38,493.0,0.46499999999999997,0.9,North,1
49,Male,82622.17,581.0,0.41700000000000004,2.1,South,1
44,Female,104780.78,671.0,0.647,5.7,South,1
25,Male,87207.03,625.0,0.54,6.6,East,0
48,Male,47105.18,554.0,0.509,5.0,East,0
62,Female,66762.05,658.0,0.779,1.9,North,0
31,Female,115546.72,744.0,0.485,12.1,North,1
43,Female,63004.7,657.0,0.316,6.5,North,1
29,Female,45000.0,686.0,0.55,1.2,North,1
62,Female,112111.01,836.0,0.665,23.0,South,1
62,Male,81175.06,644.0,0.399,10.4,North,1
52,Female,114359.86,624.0,0.536,11.1,North,1
24,Male,69990.69,546.0,0.46699999999999997,0.0,North,0
61,Female,94506.6,722.0,0.73,5.3,South,1
40,Female,75033.45,612.0,0.371,9.1,South,1
51,Male,82779.17,720.0,0.41500000000000004,0.0,North,1
24,Male,89877.09,733.0,0.477,11.9,South,1
62,Female,57215.9,615.0,0.713,7.7,South,0
59,Male,59632.57,662.0,0.481,17.9,East,1
62,Female,91362.05,635.0,0.574,10.9,South,1
27,Female,96358.07,681.0,0.672,7.2,South,0
40,Male,99272.24,568.0,0.806,0.7,North,0
41,Male,73789.14,719.0,0.491,2.0,North,1
29,Male,76176.31,732.0,0.40900000000000003,11.4,East,1
33,Male,96727.4,634.0,0.482,8.3,North,1
24,Female,89511.02,665.0,0.582,0.0,South,1
62,Male,98841.52,778.0,0.275,9.8,East,1
53,Female,51133.41,718.0,0.491,3.9,South,1
53,Male,82237.14,692.0,0.593,7.2,East,1
55,Male,63065.84,625.0,0.665,5.5,East,0
49,Male,81762.71,643.0,0.32699999999999996,0.0,North,1
25,Male,80763.76,695.0,0.478,3.7,North,1
46,Male,88518.64,594.0,0.678,8.2,North,0
54,Male,98840.38,804.0,0.645,11.5,East,1
34,Female,94777.79,505.0,0.41700000000000004,13.7,East,1
42,Male,92004.59,544.0,0.41300000000000003,9.1,North,1
24,Male,62943.61,657.0,0.471,0.0,North,0
64,Male,113702.67,472.0,0.43899999999999995,11.7,North,1
61,Female,66514.28,665.0,0.469,15.2,South,1
44,Male,55584.3,650.0,0.592,10.6,North,1
43,Male,103685.06,828.0,0.677,2.2,South,1
45,Female,46046.04,641.0,0.531,10.8,South,0
57,Female,70907.83,708.0,0.844,1.4,East,0
23,Male,73887.93,621.0,0.792,7.3,South,0
51,Male,57037.69,730.0,0.682,0.0,North,0
31,Female,95931.68,620.0,0.485,5.6,South,1
30,Female,50689.86,580.0,0.476,7.5,East,1
27,Male,53214.73,647.0,0.45799999999999996,7.2,South,1
36,Male,97418.47,645.0,0.274,6.9,South,1
46,Female,108045.23,660.0,0.792,10.5,South,1
56,Female,57578.74,665.0,0.43499999999999994,1.8,South,1
22,Male,116090.9,564.0,0.346,6.5,North,1
40,Female,92749.63,687.0,0.359,12.0,East,1
29,Male,93291.41,703.0,0.54,2.3,South,1
48,Male,59026.64,656.0,0.541,8.9,North,1
55,Female,80836.56,665.0,0.378,7.4,North,1
42,Male,57025.39,586.0,0.7030000000000001,5.2,North,0
58,Female,107203.34,594.0,0.565,0.0,South,0
41,Female,117134.63,570.0,0.42900000000000005,11.6,North,1
31,Female,94178.97,559.0,0.516,7.1,South,1
37,Female,80770.93,678.0,0.571,2.3,South,0
34,Male,85084.12,810.0,0.25,10.4,South,1
42,Male,85243.24,654.0,0.43000000000000005,0.6,North,1
60,Male,101749.11,730.0,0.33999999999999997,8.6,North,1
22,Female,56919.2,589.0,0.579,2.7,South,0
27,Female,68610.08,671.0,0.642,16.8,East,1
36,Female,85011.19,575.0,0.651,6.6,North,0
31,Female,80871.01,683.0,0.59,5.1,South,1
60,Female,88806.97,486.0,0.25,13.9,East,1
50,Male,88045.98,732.0,0.633,2.7,North,1
49,Male,99978.73,571.0,0.43399999999999994,4.7,South,1
33,Male,52016.45,628.0,0.43599999999999994,12.2,North,1
27,Female,69901.7,591.0,0.565,3.6,North,0
37,Male,73680.01000000001,599.0,0.64,12.8,East,0
47,Female,105071.0,628.0,0.788,9.2,South,0
24,Female,111673.01,577.0,0.45999999999999996,0.8,South,1
50,Male,71899.08,789.0,0.661,12.0,North,1
56,Female,87962.16,727.0,0.316,11.3,East,1
63,Female,100955.22,668.0,0.469,9.0,South,1
28,Male,116562.94,656.0,0.5599999999999999,8.7,East,1
27,Female,81797.17,669.0,0.753,10.1,South,0
34,Female,52805.44,739.0,0.636,13.6,South,1
60,Male,118251.09,764.0,0.496,8.7,North,1
45,Male,72185.89,756.0,0.43499999999999994,0.9,East,1
28,Male,65611.76000000001,624.0,0.598,3.3,South,0
53,Female,79256.67,762.0,0.479,6.4,North,1
46,Male,55398.94,729.0,0.566,0.0,North,0
62,Male,84376.94,538.0,0.47,12.4,North,1
40,Male,103777.34,592.0,0.639,9.9,South,1
31,Male,56282.75,726.0,0.766,4.6,North,0
44,Male,61494.57,640.0,0.774,3.9,North,0
40,Male,97171.81,627.0,0.681,7.4,East,0
31,Female,103403.89,631.0,0.681,6.1,North,1
33,Male,86770.01,724.0,0.722,12.0,North,0
55,Male,49462.22,615.0,0.45899999999999996,0.0,North,1
38,Female,76364.64,542.0,0.574,2.9,South,0
36,Male,132743.96000000002,777.0,0.33999999999999997,12.7,South,1
48,Male,86757.57,694.0,0.44399999999999995,10.8,North,1
52,Female,89027.0,658.0,0.25,4.2,East,1
42,Male,78369.07,628.0,0.671,0.8,North,0
44,Male,67681.47,560.0,0.85,18.7,East,0
58,Female,46760.59,490.0,0.43899999999999995,0.0,East,0
61,Male,74519.48000000001,656.0,0.732,3.3,North,0
62,Male,45000.0,788.0,0.529,7.2,South,1
49,Female,76186.98999999999,716.0,0.607,0.1,South,0
40,Female,111144.88,701.0,0.789,5.9,South,1
44,Female,103797.52,701.0,0.389,3.3,North,1
41,Male,105395.58,606.0,0.489,11.2,South,1
36,Male,126449.23,551.0,0.725,7.1,North,1
46,Male,81736.23,678.0,0.668,5.6,North,1
57,Female,84532.73,705.0,0.587,0.0,North,1
46,Female,88485.28,604.0,0.628,13.5,South,1
47,Male,85019.93,708.0,0.372,8.8,North,1
57,Female,75375.98999999999,694.0,0.6890000000000001,8.4,East,1
58,Male,86952.65,672.0,0.551,3.8,North,1
46,Male,82727.31,617.0,0.7060000000000001,13.1,North,1
54,Male,90273.2,575.0,0.584,1.0,North,0
41,Female,78521.4,574.0,0.656,0.0,South,0
39,Male,88749.84,850.0,0.41600000000000004,7.1,South,1
58,Female,87007.05,676.0,0.42400000000000004,9.1,South,1
27,Male,93104.49,636.0,0.477,0.0,North,0
60,Male,52288.37,627.0,0.528,5.2,East,1
58,Male,111108.29,650.0,0.548,3.0,South,1
23,Female,76911.16,674.0,0.625,4.7,North,0
59,Female,54963.14,569.0,0.667,9.7,South,0
60,Male,86303.36,601.0,0.513,3.8,East,1
54,Female,98596.79,555.0,0.761,0.0,South,0
42,Female,65835.82,530.0,0.745,4.7,North,0
37,Male,53997.48,636.0,0.28500000000000003,13.1,South,1
59,Female,83074.33,726.0,0.266,0.0,South,1
41,Male,74650.68,603.0,0.855,8.9,East,0
25,Female,79439.88,643.0,0.355,7.2,South,1
59,Male,64462.61,671.0,0.623,1.3,South,0
35,Female,84703.41,574.0,0.507,8.7,South,1
55,Male,121291.01,555.0,0.45999999999999996,6.9,North,1
35,Female,63260.48,643.0,0.514,12.8,South,1
24,Male,96523.86,471.0,0.44399999999999995,2.0,North,0
34,Male,79415.5,571.0,0.535,16.5,South,1
25,Male,60159.16,520.0,0.7110000000000001,10.3,East,0
51,Male,59770.4,612.0,0.678,18.7,East,1
56,Male,73699.54000000001,531.0,0.401,12.0,North,1
45,Female,72143.43,700.0,0.535,1.5,East,0
54,Male,108336.58,572.0,0.874,5.0,North,0
29,Female,90687.73,616.0,0.44899999999999995,13.8,East,1
61,Female,88955.68,625.0,0.379,3.0,East,1
63,Male,122358.47,532.0,0.541,9.9,North,1
60,Female,74082.84,603.0,0.617,12.0,South,1
61,Female,52250.22,660.0,0.88,10.4,South,0
26,Female,124871.83,799.0,0.674,15.0,South,1
44,Male,87877.67,539.0,0.44999999999999996,3.6,North,0
58,Female,80371.51999999999,688.0,0.379,11.6,South,1
32,Male,103069.87,750.0,0.543,0.9,North,1
26,Male,116423.33,646.0,0.41000000000000003,0.6,East,1
38,Male,67223.32,691.0,0.43899999999999995,14.3,North,1
24,Male,72091.07,627.0,0.665,14.2,East,1
26,Male,55941.53,657.0,0.295,4.1,North,1
28,Male,74841.20999999999,734.0,0.64,1.0,North,0
53,Male,56585.12,687.0,0.805,4.2,North,0
41,Male,92669.32,725.0,0.727,7.8,North,1
26,Male,106720.53,582.0,0.471,7.8,South,1
26,Female,69179.5,618.0,0.685,3.6,South,0
43,Female,108270.99,623.0,0.499,6.1,South,1
24,Male,95069.4,603.0,0.576,14.2,North,1
41,Male,81320.37,794.0,0.516,11.8,South,1
45,Female,70366.1,607.0,0.6970000000000001,2.1,South,0
61,Male,105017.69,616.0,0.522,8.2,South,1
25,Female,92158.33,789.0,0.862,10.2,East,0
27,Male,99884.63,776.0,0.778,7.3,North,0
50,Female,70133.14,591.0,0.46099999999999997,14.5,South,1
58,Male,70561.64,657.0,0.534,4.0,South,1
33,Female,79963.08,694.0,0.7000000000000001,9.5,South,1
29,Male,68305.45999999999,722.0,0.606,13.0,North,1
41,Male,64080.56,600.0,0.597,3.8,North,0
50,Male,71072.95,658.0,0.681,5.9,North,0
49,Female,73359.97,670.0,0.25,0.0,East,1
53,Female,88735.8,684.0,0.519,11.0,South,1
22,Female,104663.46,574.0,0.348,11.7,East,1
62,Female,54384.24,680.0,0.294,4.0,South,1
36,Male,69819.95999999999,784.0,0.502,6.1,North,1
42,Female,84472.98,754.0,0.571,1.2,South,1
27,Female,81545.15,671.0,0.492,3.4,South,1
59,Male,94899.07,719.0,0.5609999999999999,12.4,North,1
33,Male,98820.42,706.0,0.526,0.6,South,1
52,Female,113299.81,627.0,0.743,0.0,South,0
40,Male,62790.59,584.0,0.512,5.7,North,0
36,Male,117196.54,634.0,0.25,0.0,South,1
44,Female,90814.23,738.0,0.544,4.9,South,1
32,Female,112202.74,635.0,0.539,5.8,North,1
48,Female,68340.11,671.0,0.405,7.4,East,1
56,Male,51746.4,644.0,0.58,8.0,South,1
47,Female,72277.70999999999,651.0,0.42000000000000004,0.0,South,0
56,Female,48041.13,769.0,0.783,9.7,East,0
60,Male,107186.61,679.0,0.43000000000000005,0.0,South,1
40,Male,92772.4,732.0,0.495,20.8,North,1
23,Male,68989.51999999999,628.0,0.43399999999999994,6.8,North,1
64,Female,45000.0,490.0,0.41100000000000003,5.7,South,0
56,Female,65931.37,678.0,0.526,7.4,East,1
44,Male,94810.8,576.0,0.522,15.4,East,1
28,Female,85609.29,735.0,0.541,7.9,South,1
58,Male,81405.89,570.0,0.578,5.1,North,0
27,Male,93380.28,608.0,0.595,1.0,North,0
26,Male,57505.51,650.0,0.382,7.2,North,1
34,Female,61835.43,617.0,0.389,6.6,South,1
44,Female,73261.01999999999,507.0,0.45699999999999996,10.4,North,1
54,Female,73507.34,763.0,0.641,11.9,North,1
38,Male,95016.27,677.0,0.675,9.8,North,1
27,Male,90831.26,729.0,0.543,2.1,North,1
43,Male,63799.73,598.0,0.735,11.3,North,0
36,Female,79864.33,725.0,0.54,12.5,East,1
52,Female,84552.25,599.0,0.565,10.8,South,1
64,Female,73479.47,647.0,0.6970000000000001,1.6,East,0
24,Female,49691.91,679.0,0.921,16.4,North,0
55,Female,52105.51,759.0,0.525,5.8,South,1
25,Female,114589.34,678.0,0.601,6.4,East,1
29,Female,101144.81,795.0,0.644,9.6,North,1
36,Female,97087.54,632.0,0.744,13.5,North,1
59,Male,45432.91,622.0,0.36,4.6,North,1
35,Female,95757.92,665.0,0.382,14.8,South,1
52,Male,50130.45,559.0,0.549,10.4,North,0
36,Male,57405.04,772.0,0.565,6.4,North,1
60,Male,57816.41,701.0,0.45399999999999996,6.3,North,1
36,Female,60568.8,646.0,0.581,5.5,South,1
24,Female,85955.62,592.0,0.626,7.2,North,0
64,Female,64929.66,786.0,0.526,9.9,South,1
30,Male,64075.73,665.0,0.523,0.0,North,1
62,Female,109710.24,661.0,0.493,1.0,East,1
30,Male,88322.53,729.0,0.41600000000000004,0.0,South,1
42,Female,88963.72,523.0,0.471,3.9,South,1
50,Male,45000.0,569.0,0.535,8.9,South,0
28,Male,82638.07,643.0,0.488,7.5,North,1
34,Female,70749.05,551.0,0.33199999999999996,12.5,East,1
55,Male,117259.92,680.0,0.769,4.0,North,0
22,Male,103392.9,670.0,0.583,1.0,East,1
42,Female,70192.95999999999,727.0,0.536,4.2,South,1
58,Female,63486.17,594.0,0.6980000000000001,12.5,South,0
62,Female,63477.67,574.0,0.42900000000000005,9.9,North,1
42,Male,97382.34,728.0,0.33699999999999997,4.9,North,1
55,Female,101125.11,835.0,0.25,0.0,South,1
42,Female,96357.16,795.0,0.793,11.5,North,1
34,Male,66384.45999999999,703.0,0.584,8.1,South,1
23,Female,112532.73,593.0,0.644,2.9,North,0
31,Male,57898.2,671.0,0.46599999999999997,2.9,North,0
32,Male,93443.48,686.0,0.555,0.0,South,0
22,Female,47910.85,710.0,0.919,12.2,South,0
57,Male,80879.3,611.0,0.579,8.3,North,1
32,Male,83011.53,416.0,0.611,15.0,North,0
51,Male,71246.95999999999,756.0,0.519,18.0,North,1
23,Female,83149.5,668.0,0.643,2.8,South,0
47,Male,120985.36,548.0,0.44599999999999995,15.2,North,1
22,Male,98028.68,654.0,0.675,7.7,South,1
52,Female,45000.0,625.0,0.65,4.7,North,0
50,Male,80687.15,590.0,0.521,10.4,North,0
50,Male,46063.84,594.0,0.41400000000000003,4.0,South,1
57,Male,69996.48000000001,682.0,0.807,13.7,North,0
28,Male,50274.37,626.0,0.349,0.0,North,0
38,Female,84646.0,530.0,0.8190000000000001,4.7,South,0
42,Female,108735.18,522.0,0.541,8.3,South,1
63,Female,64484.04,697.0,0.584,8.5,South,1
33,Female,76329.76999999999,653.0,0.621,15.9,South,1
31,Female,118171.96,661.0,0.43199999999999994,0.4,North,1
48,Male,94917.47,582.0,0.603,6.8,North,1
47,Female,97995.58,519.0,0.528,11.6,South,1
57,Female,57751.3,691.0,0.6920000000000001,5.1,South,0
33,Female,124756.99,611.0,0.522,12.0,East,1
29,Male,84013.7,741.0,0.569,11.0,North,1
39,Male,59464.83,467.0,0.617,10.5,North,0
39,Male,73839.37,754.0,0.538,5.9,North,1
49,Female,101938.94,654.0,0.476,5.9,East,1
39,Male,79085.7,666.0,0.734,0.0,South,0
50,Male,94065.93,659.0,0.654,4.5,North,0
36,Male,61352.92,550.0,0.33099999999999996,4.8,North,1
42,Female,118275.03,705.0,0.618,15.5,South,1
45,Male,56682.96,719.0,0.497,10.5,East,1
22,Male,75781.62,721.0,0.527,4.0,North,1
51,Female,93834.37,582.0,0.485,11.5,North,1
25,Male,45000.0,663.0,0.7080000000000001,8.2,North,0
48,Male,89583.36,658.0,0.545,8.7,North,1
62,Male,68522.44,639.0,0.43299999999999994,15.5,East,1
58,Female,68879.16,689.0,0.41500000000000004,4.7,South,1
44,Female,49343.84,604.0,0.981,12.5,South,0
57,Male,96532.95,828.0,0.768,11.9,East,1
40,Female,96332.24,626.0,0.41200000000000003,9.5,South,1
39,Male,111431.57,600.0,0.587,9.0,East,1
